"type","term","mean","N"
"unif","x",3.74015410763768,500
"unif","x2",30.1081798441821,500
"unif","x3",310.753398943387,500
"unif","rcs.2.same",1.24414107341643,500
"unif","rcs.3.same",0.943555016293387,500
"unif","rcs.2.diff",4.99943739971851,500
"unif","rcs.3.diff",1.9059767547522,500
