"term","nbin","mean","mean.lower","mean.upper","type","N"
"x",60,0.497353435109339,0.497219973603505,0.497480035802276,"unif",5000
"x2",60,0.330408897391508,0.3302631328677,0.33056694065102,"unif",5000
"x3",60,0.246822409199861,0.246660832331339,0.247012200971603,"unif",5000
"rcs.2.same",60,0.237329434439696,0.237185999997045,0.237497462470652,"unif",5000
"rcs.3.same",60,0.0441422086772495,0.0441004774262161,0.0441885607843951,"unif",5000
"rcs.2.diff",60,0.456723545221973,0.456580386470539,0.456888554670356,"unif",5000
"rcs.3.diff",60,0.163961599061174,0.163905628029876,0.164026001104105,"unif",5000
"x",70,0.497343326226458,0.497229206967846,0.497451578992881,"unif",5000
"x2",70,0.33044742245149,0.33032307221533,0.33058246008352,"unif",5000
"x3",70,0.246893659456494,0.246756267605383,0.247056145935201,"unif",5000
"rcs.2.same",70,0.237400739101921,0.237278780633115,0.23754457440363,"unif",5000
"rcs.3.same",70,0.0441708380169568,0.0441352354350173,0.0442105190146098,"unif",5000
"rcs.2.diff",70,0.456722942294493,0.456600714372152,0.456863581936925,"unif",5000
"rcs.3.diff",70,0.163960762155813,0.163912872523264,0.164015439779133,"unif",5000
"x",80,0.497469937134303,0.497370263351464,0.4975644870189,"unif",5000
"x2",80,0.3305700305147,0.330461280709059,0.330688104508674,"unif",5000
"x3",80,0.247003354139024,0.246883212655506,0.247146269346441,"unif",5000
"rcs.2.same",80,0.237508691654473,0.237401084349541,0.237633690044563,"unif",5000
"rcs.3.same",80,0.0441940628294597,0.0441630961997437,0.0442286352014726,"unif",5000
"rcs.2.diff",80,0.456875643614807,0.456767673263662,0.456997978843313,"unif",5000
"rcs.3.diff",80,0.164018571198689,0.163976680197591,0.164066276481831,"unif",5000
"x",90,0.497413059196867,0.497324584715471,0.497496985498926,"unif",5000
"x2",90,0.330540491810968,0.330443377653251,0.330645010302742,"unif",5000
"x3",90,0.246981891405304,0.246875490926955,0.247107788005105,"unif",5000
"rcs.2.same",90,0.237476385740124,0.23738061828945,0.237587370944946,"unif",5000
"rcs.3.same",90,0.0441843160410742,0.0441568691562819,0.0442151244762778,"unif",5000
"rcs.2.diff",90,0.456849839783361,0.456754828139888,0.456959180607163,"unif",5000
"rcs.3.diff",90,0.164010539407283,0.163973202062628,0.164052914755936,"unif",5000
"x",100,0.497478769087375,0.497399231422283,0.497554217985184,"unif",5000
"x2",100,0.330570913113921,0.330484195596093,0.330665187330921,"unif",5000
"x3",100,0.247006126607996,0.246910266965286,0.247120187670146,"unif",5000
"rcs.2.same",100,0.237503900175525,0.237418133499083,0.23760404690289,"unif",5000
"rcs.3.same",100,0.0441929139419797,0.0441680722268637,0.0442205909152737,"unif",5000
"rcs.2.diff",100,0.456872446160757,0.456786468924592,0.456970768486114,"unif",5000
"rcs.3.diff",100,0.164015664867944,0.163981911779456,0.164053611525716,"unif",5000
"x",5,5.01901897217999,4.99094580001315,5.0456489957734,"norm",5000
"x2",5,31.27523849045,30.9894188819507,31.5654457138367,"norm",5000
"x3",5,218.198844895865,214.828145098996,221.31758145961,"norm",5000
"rcs.2.same",5,1.84785222219765,1.8190674317615,1.87532795477984,"norm",5000
"rcs.3.same",5,0.245114720849238,0.239688735727235,0.250208713686344,"norm",5000
"rcs.2.diff",5,6.84946193493493,6.81057798145361,6.88698543731601,"norm",5000
"rcs.3.diff",5,2.62076218844863,2.60579808984113,2.63517981406297,"norm",5000
"x",10,5.00064892847466,4.98817196306717,5.01248449451617,"norm",5000
"x2",10,29.3617723549165,29.2364357011511,29.4902431354278,"norm",5000
"x3",10,190.244307864248,188.8618426018,191.634699625986,"norm",5000
"rcs.2.same",10,1.61292912824095,1.60019291515632,1.62678093587702,"norm",5000
"rcs.3.same",10,0.194533307172751,0.192149860115051,0.197270780683872,"norm",5000
"rcs.2.diff",10,6.81725660165439,6.79991496134752,6.83365064742249,"norm",5000
"rcs.3.diff",10,2.60824196048762,2.60157745211925,2.61455414806236,"norm",5000
"x",20,4.99846768529466,4.99255754378585,5.00407400605117,"norm",5000
"x2",20,29.0115455364976,28.9516797743026,29.075923268597,"norm",5000
"x3",20,185.075358312393,184.450588756842,185.712382571387,"norm",5000
"rcs.2.same",20,1.5627014715522,1.5566749387374,1.56931658658121,"norm",5000
"rcs.3.same",20,0.182512751504593,0.181424581226051,0.183749522338881,"norm",5000
"rcs.2.diff",20,6.81052858346801,6.80257223252365,6.81842105950551,"norm",5000
"rcs.3.diff",20,2.60563292678774,2.60257529879372,2.60866844274377,"norm",5000
"x",30,5.00024919904271,4.99637703736451,5.00392230574524,"norm",5000
"x2",30,28.9911109839077,28.953190913524,29.0319825466133,"norm",5000
"x3",30,184.70418664026,184.302729844033,185.112643353259,"norm",5000
"rcs.2.same",30,1.55812062550077,1.55436591912811,1.56239105712265,"norm",5000
"rcs.3.same",30,0.181630241346908,0.180888524773715,0.182471291270078,"norm",5000
"rcs.2.diff",30,6.81240837257409,6.80712187996534,6.8175578946111,"norm",5000
"rcs.3.diff",30,2.60635622312225,2.60432356275705,2.60834084941337,"norm",5000
"x",40,5.00192147082809,4.99904217111867,5.00465275529919,"norm",5000
"x2",40,28.9921627935892,28.9641468328896,29.0230296960526,"norm",5000
"x3",40,184.688782137978,184.388833062719,184.995695441163,"norm",5000
"rcs.2.same",40,1.55762578933052,1.55475873436348,1.56084812650223,"norm",5000
"rcs.3.same",40,0.181471604076645,0.180938327449118,0.182069268256158,"norm",5000
"rcs.2.diff",40,6.81423792109997,6.81036813196933,6.81811475084142,"norm",5000
"rcs.3.diff",40,2.60704587190307,2.60555872737798,2.60853728382833,"norm",5000
"x",50,4.9987789776405,4.99648729011666,5.00095285711751,"norm",5000
"x2",50,28.9465608648393,28.9242507153667,28.9707943177789,"norm",5000
"x3",50,184.104787136225,183.869022330724,184.348587580724,"norm",5000
"rcs.2.same",50,1.55227083387277,1.55004668948132,1.55480427151506,"norm",5000
"rcs.3.same",50,0.180183658034848,0.179756816633067,0.180664125153137,"norm",5000
"rcs.2.diff",50,6.81015777152132,6.8070370370225,6.81319864767858,"norm",5000
"rcs.3.diff",50,2.60549512694635,2.60429078459262,2.6066615764827,"norm",5000
"x",60,4.99907018334926,4.99716691743964,5.00087560867763,"norm",5000
"x2",60,28.942695327005,28.9242788418627,28.9629234861779,"norm",5000
"x3",60,184.044363757247,183.847345257408,184.244806398642,"norm",5000
"rcs.2.same",60,1.5513213824665,1.54945655029851,1.5534564081391,"norm",5000
"rcs.3.same",60,0.179982677678378,0.179623828386599,0.180391394619381,"norm",5000
"rcs.2.diff",60,6.81048225603716,6.80790051019545,6.81303580159955,"norm",5000
"rcs.3.diff",60,2.60560214538245,2.60460837032845,2.60658655372516,"norm",5000
"x",70,5.00018625228499,4.99855882201443,5.00173002176865,"norm",5000
"x2",70,28.9579760829805,28.9422792091498,28.9751602929718,"norm",5000
"x3",70,184.181715976626,184.0146069193,184.353521927435,"norm",5000
"rcs.2.same",70,1.55299198506285,1.55139037672,1.55478539957821,"norm",5000
"rcs.3.same",70,0.180298230391284,0.180001375769608,0.18064122893213,"norm",5000
"rcs.2.diff",70,6.81195443230133,6.80974886775387,6.81412674472824,"norm",5000
"rcs.3.diff",70,2.60617785228738,2.60532877341859,2.60701269950347,"norm",5000
"x",80,4.99787917840344,4.99645775196462,4.99922753402842,"norm",5000
"x2",80,28.9295545299487,28.9158579219503,28.9445480953745,"norm",5000
"x3",80,183.900752732117,183.755765773216,184.052450742097,"norm",5000
"rcs.2.same",80,1.54994445613207,1.54854251103984,1.55151682026105,"norm",5000
"rcs.3.same",80,0.179768194144395,0.179504182330129,0.180063806493633,"norm",5000
"rcs.2.diff",80,6.8090259174604,6.80710604047782,6.81093946916524,"norm",5000
"rcs.3.diff",80,2.60504716405741,2.60430641047544,2.60578450589225,"norm",5000
"x",90,4.99942299262137,4.99816127701836,5.00061984761433,"norm",5000
"x2",90,28.9428039339902,28.9306975659246,28.9562208955965,"norm",5000
"x3",90,184.036797984779,183.907633840488,184.170608450308,"norm",5000
"rcs.2.same",90,1.55129611502501,1.55005970555652,1.5526912109981,"norm",5000
"rcs.3.same",90,0.180016684442089,0.179780883320685,0.18027884875164,"norm",5000
"rcs.2.diff",90,6.8108054499681,6.80909228102592,6.81248454045905,"norm",5000
"rcs.3.diff",90,2.60572865902632,2.60507001008875,2.60637447444538,"norm",5000
"x",100,4.99999238497378,4.99885811539128,5.001068345523,"norm",5000
"x2",100,28.9452218140435,28.9343000854687,28.9572409873178,"norm",5000
"x3",100,184.018179464138,183.902559758464,184.137930122815,"norm",5000
"rcs.2.same",100,1.55102998161504,1.54992302947766,1.55227693031157,"norm",5000
"rcs.3.same",100,0.179848299823987,0.179639355686947,0.180083473971685,"norm",5000
"rcs.2.diff",100,6.8118311209721,6.81029722737505,6.81335118625696,"norm",5000
"rcs.3.diff",100,2.6061287709656,2.60553963087312,2.60671477243932,"norm",5000
"x",5,0.835666602583901,0.834363468335853,0.836902747026876,"skew",5000
"x2",5,0.714526955158794,0.71233712744348,0.71657982443559,"skew",5000
"x3",5,0.623289325072367,0.620568472320838,0.626081238424139,"skew",5000
"rcs.2.same",5,0.137581565772955,0.135895963016225,0.139332515081371,"skew",5000
"rcs.3.same",5,0.0100079635070925,0.00980665871688261,0.0102451410795985,"skew",5000
"rcs.2.diff",5,0.904294618718364,0.90245037817524,0.906047889475807,"skew",5000
"rcs.3.diff",5,0.333563497694831,0.332854295699696,0.334238170660592,"skew",5000
"x",10,0.833684985877532,0.833105815100625,0.834234383407747,"skew",5000
"x2",10,0.706840862946826,0.705876960545986,0.707754188932329,"skew",5000
"x3",10,0.607937010893131,0.606701821515403,0.609133744436374,"skew",5000
"rcs.2.same",10,0.120637436225508,0.119826112195849,0.121531207502458,"skew",5000
"rcs.3.same",10,0.00688354991826801,0.00678299574536508,0.00698935318535648,"skew",5000
"rcs.2.diff",10,0.901486651080208,0.90066620641686,0.902265064423938,"skew",5000
"rcs.3.diff",10,0.332483279402123,0.332167685286614,0.332782722774926,"skew",5000
"x",20,0.833770302757687,0.833495958705466,0.83403054369305,"skew",5000
"x2",20,0.706212837084207,0.705755466730699,0.70664480945721,"skew",5000
"x3",20,0.606183549698425,0.605616893059453,0.606748731174508,"skew",5000
"rcs.2.same",20,0.118106628498717,0.117722142613881,0.118526497547743,"skew",5000
"rcs.3.same",20,0.00640618347275165,0.00636184171351497,0.00645891796447247,"skew",5000
"rcs.2.diff",20,0.901607426752967,0.901218766749956,0.901976121332894,"skew",5000
"rcs.3.diff",20,0.332529727455547,0.332380221268828,0.33267155521313,"skew",5000
"x",30,0.833792215636277,0.833612472981374,0.833962718318067,"skew",5000
"x2",30,0.706092224883984,0.705794303788098,0.706375914851539,"skew",5000
"x3",30,0.605845809186919,0.605476844261211,0.606220313142058,"skew",5000
"rcs.2.same",30,0.117554390982191,0.117302173972609,0.117833165704848,"skew",5000
"rcs.3.same",30,0.00630011709895354,0.00627052829726424,0.00633499351468545,"skew",5000
"rcs.2.diff",30,0.901638393757867,0.901383775458015,0.901879955030033,"skew",5000
"rcs.3.diff",30,0.332541630504606,0.3324436887388,0.332634553523523,"skew",5000
"x",40,0.833684089975131,0.83355043518046,0.833810874020566,"skew",5000
"x2",40,0.705888177826807,0.70566667650905,0.706099177985918,"skew",5000
"x3",40,0.605559676287036,0.60528613841023,0.605837670620676,"skew",5000
"rcs.2.same",40,0.117325479147764,0.117137339852511,0.11753402902108,"skew",5000
"rcs.3.same",40,0.0062824206105007,0.00626086246880322,0.00630784066694995,"skew",5000
"rcs.2.diff",40,0.901485212563727,0.901295876835854,0.901664832983981,"skew",5000
"rcs.3.diff",40,0.332482706060473,0.33240987547081,0.332551801626575,"skew",5000
"x",50,0.83381731409981,0.833710935793847,0.83391822385026,"skew",5000
"x2",50,0.706086672298182,0.705910125518293,0.706254609520559,"skew",5000
"x3",50,0.605784871367072,0.605566330080256,0.606006333770892,"skew",5000
"rcs.2.same",50,0.117438779473812,0.117286602033733,0.11760245458107,"skew",5000
"rcs.3.same",50,0.00628019333555788,0.00626258649374342,0.00630022013930046,"skew",5000
"rcs.2.diff",50,0.90167394769438,0.901523249183891,0.901816909616261,"skew",5000
"rcs.3.diff",50,0.33255530674265,0.332497338167671,0.332610300534483,"skew",5000
"x",60,0.833914352313904,0.83382600422929,0.833998158716816,"skew",5000
"x2",60,0.706250171056915,0.706102978724379,0.706389382225986,"skew",5000
"x3",60,0.605986456722187,0.605804830773794,0.606170650994988,"skew",5000
"rcs.2.same",60,0.11753234986389,0.117409282974468,0.117670038186728,"skew",5000
"rcs.3.same",60,0.00628157319570117,0.00626717235955341,0.00629848853372593,"skew",5000
"rcs.2.diff",60,0.90181140726103,0.901686254007562,0.901930139076708,"skew",5000
"rcs.3.diff",60,0.332608181861523,0.332560040045581,0.332653855037678,"skew",5000
"x",70,0.833708913984225,0.833633369969841,0.833780574531643,"skew",5000
"x2",70,0.70588829340975,0.7057629994327,0.706007724185406,"skew",5000
"x3",70,0.605510229472862,0.605354799469744,0.605666793058293,"skew",5000
"rcs.2.same",70,0.117224154338121,0.117118359480875,0.117341918728969,"skew",5000
"rcs.3.same",70,0.00625295380320154,0.00624052995297222,0.00626713898652166,"skew",5000
"rcs.2.diff",70,0.901520369070838,0.901413352889888,0.901621892919672,"skew",5000
"rcs.3.diff",70,0.332496228402224,0.332455063118035,0.33253528204758,"skew",5000
"x",80,0.833808512507326,0.833742531026413,0.833871102099375,"skew",5000
"x2",80,0.706058957538579,0.705949251505409,0.706163468820387,"skew",5000
"x3",80,0.605726972845362,0.605591111703554,0.605863861982599,"skew",5000
"rcs.2.same",80,0.117334928862007,0.117241625899377,0.117437095052906,"skew",5000
"rcs.3.same",80,0.00625925579985169,0.00624822472010706,0.00627141669735216,"skew",5000
"rcs.2.diff",80,0.901661468202045,0.901567997483045,0.901750140562927,"skew",5000
"rcs.3.diff",80,0.332550505020007,0.33251455008383,0.332584614981027,"skew",5000
"x",90,0.833750376101162,0.83369180826979,0.833805933154779,"skew",5000
"x2",90,0.705962429427345,0.705865222772539,0.706055107224779,"skew",5000
"x3",90,0.605605844436897,0.605485799217792,0.605727513821523,"skew",5000
"rcs.2.same",90,0.11727955669847,0.117196927917493,0.117370880883412,"skew",5000
"rcs.3.same",90,0.00625276967374068,0.00624303721676814,0.00626361409729035,"skew",5000
"rcs.2.diff",90,0.901579109339927,0.901496140239506,0.901657818224736,"skew",5000
"rcs.3.diff",90,0.332518824235633,0.332486908823294,0.332549101471246,"skew",5000
"x",100,0.833778865158512,0.833726213269704,0.833828810388532,"skew",5000
"x2",100,0.705998038212817,0.705910759017502,0.706081293520876,"skew",5000
"x3",100,0.605637603103968,0.605529482017818,0.605747230376539,"skew",5000
"rcs.2.same",100,0.117260295259092,0.117185897490562,0.117341944832516,"skew",5000
"rcs.3.same",100,0.00624780987134041,0.00623920963058717,0.00625754026008818,"skew",5000
"rcs.2.diff",100,0.901619462984184,0.901544875849907,0.901690221839309,"skew",5000
"rcs.3.diff",100,0.332534346343906,0.332505655338457,0.332561565455239,"skew",5000
"x",5,8.46107461180949,8.42122096258138,8.49887951725162,"double",5000
"x2",5,92.7812031093927,92.0263215918834,93.5488811466999,"double",5000
"x3",5,1144.61861022022,1130.0769524505,1158.96666929231,"double",5000
"rcs.2.same",5,3.72150730592495,3.67300771774807,3.77061497075126,"double",5000
"rcs.3.same",5,1.0269341900797,1.00802223044999,1.04560251987934,"double",5000
"rcs.2.diff",5,11.7310623175993,11.6771177669413,11.7850134063062,"double",5000
"rcs.3.diff",5,4.49840243407364,4.47764632364495,4.51915799866113,"double",5000
"x",10,8.47210728625113,8.45439455326086,8.48890946644762,"double",5000
"x2",10,88.4289517541694,88.1105739583826,88.7654573570298,"double",5000
"x3",10,1031.81115630704,1026.09866210677,1038.08089283527,"double",5000
"rcs.2.same",10,3.31908809423,3.29965240848342,3.34203247471084,"double",5000
"rcs.3.same",10,0.860158075986062,0.852641547386747,0.868691902812566,"double",5000
"rcs.2.diff",10,11.7290913960669,11.7043684735939,11.7529393093612,"double",5000
"rcs.3.diff",10,4.497647174568,4.48812329410305,4.50681481658228,"double",5000
"x",20,8.4763264629441,8.46793622100134,8.48428539040561,"double",5000
"x2",20,87.9498060255425,87.8000773488245,88.1101624032926,"double",5000
"x3",20,1019.45059610039,1016.76642296724,1022.44989435226,"double",5000
"rcs.2.same",20,3.2819356010899,3.27250295376603,3.29269310712305,"double",5000
"rcs.3.same",20,0.84502325727665,0.841552463698347,0.848994228241087,"double",5000
"rcs.2.diff",20,11.7315619143014,11.720109695568,11.7427941530138,"double",5000
"rcs.3.diff",20,4.4985320806419,4.49412929658026,4.50286113764944,"double",5000
"x",30,8.47498338452172,8.46948632945579,8.48019785423787,"double",5000
"x2",30,87.8485469429721,87.7516549840096,87.9525891683506,"double",5000
"x3",30,1016.76712312111,1015.0015502682,1018.72845503633,"double",5000
"rcs.2.same",30,3.27457961915871,3.26843899166168,3.28171149322585,"double",5000
"rcs.3.same",30,0.841917676143694,0.839588057578188,0.844553627024022,"double",5000
"rcs.2.diff",30,11.7296702196218,11.722146295148,11.7369554873862,"double",5000
"rcs.3.diff",30,4.49780154350099,4.49491519190857,4.50060863277527,"double",5000
"x",40,8.47640522794849,8.47231767418151,8.48028265414765,"double",5000
"x2",40,87.831123031339,87.7592528733065,87.9075636261992,"double",5000
"x3",40,1016.37873810303,1015.07337506004,1017.84108622809,"double",5000
"rcs.2.same",40,3.2723036795897,3.26774292096479,3.27752012369255,"double",5000
"rcs.3.same",40,0.841042386824026,0.839329775163582,0.842996006437833,"double",5000
"rcs.2.diff",40,11.7317261376212,11.7260967638465,11.7371206879444,"double",5000
"rcs.3.diff",40,4.49859045139746,4.49642727518087,4.50066622289739,"double",5000
"x",50,8.47642049871464,8.473167139594,8.47950661344461,"double",5000
"x2",50,87.8392016984573,87.7819453094201,87.9004209042826,"double",5000
"x3",50,1016.48726610354,1015.4513354781,1017.65814227965,"double",5000
"rcs.2.same",50,3.2737699597236,3.27010314709794,3.27797135013273,"double",5000
"rcs.3.same",50,0.841467888443712,0.840079059668339,0.843035110952815,"double",5000
"rcs.2.diff",50,11.7313955343141,11.7269213937937,11.7357202173014,"double",5000
"rcs.3.diff",50,4.4984607821392,4.49674238717592,4.50012728052855,"double",5000
"x",60,8.47821468614939,8.47551274382885,8.48077773058615,"double",5000
"x2",60,87.8794297194893,87.8323016441205,87.930344781881,"double",5000
"x3",60,1017.15024891022,1016.28077935346,1018.11178343685,"double",5000
"rcs.2.same",60,3.27651598953622,3.27352046219024,3.28002780879704,"double",5000
"rcs.3.same",60,0.842498094538334,0.841371945931308,0.843798844757872,"double",5000
"rcs.2.diff",60,11.7340719689696,11.7303039918114,11.7376758625233,"double",5000
"rcs.3.diff",60,4.49949267483599,4.49804534918083,4.50088282979815,"double",5000
"x",70,8.47444283882364,8.47213248234667,8.47663442754495,"double",5000
"x2",70,87.7785634715375,87.7381207865381,87.8221781915175,"double",5000
"x3",70,1015.26474224006,1014.51769608005,1016.09058739854,"double",5000
"rcs.2.same",70,3.2695777539791,3.26703674546299,3.27255666286284,"double",5000
"rcs.3.same",70,0.839885869992329,0.838939916170236,0.840999440257629,"double",5000
"rcs.2.diff",70,11.7286535383,11.72542601638,11.7317269283132,"double",5000
"rcs.3.diff",70,4.49740558072415,4.49616609280325,4.4985927679981,"double",5000
"x",80,8.47587939705164,8.4738614907616,8.47779356947909,"double",5000
"x2",80,87.8025121723586,87.7668373944333,87.8405207287444,"double",5000
"x3",80,1015.61485379745,1014.97310318361,1016.34095603473,"double",5000
"rcs.2.same",80,3.27108235503534,3.26885486171968,3.27368764876124,"double",5000
"rcs.3.same",80,0.840457831062789,0.839620869953382,0.841434388863344,"double",5000
"rcs.2.diff",80,11.7306271297538,11.7278111859598,11.7333146230874,"double",5000
"rcs.3.diff",80,4.49816474490614,4.49708125415106,4.49920108977388,"double",5000
"x",90,8.4778574238181,8.47606624857191,8.47955652069191,"double",5000
"x2",90,87.8431424361849,87.8117068037839,87.8768299034318,"double",5000
"x3",90,1016.32150507825,1015.7481598583,1016.96406505344,"double",5000
"rcs.2.same",90,3.27326764935794,3.2712639350719,3.27556583579799,"double",5000
"rcs.3.same",90,0.84110665321119,0.840353685873095,0.841966557915924,"double",5000
"rcs.2.diff",90,11.7335870009203,11.731104167362,11.7359730379239,"double",5000
"rcs.3.diff",90,4.49930975943969,4.49835208889098,4.50022617357745,"double",5000
"x",100,8.47612342443113,8.47451317597746,8.47765089535808,"double",5000
"x2",100,87.7903860584669,87.7620284563523,87.8207168470405,"double",5000
"x3",100,1015.21154523167,1014.69343757028,1015.785260625,"double",5000
"rcs.2.same",100,3.26950684788115,3.26772051979707,3.2715748605939,"double",5000
"rcs.3.same",100,0.839687554660431,0.839018503537098,0.840463527290686,"double",5000
"rcs.2.diff",100,11.7310157472849,11.7287844427992,11.7331596605287,"double",5000
"rcs.3.diff",100,4.49831805423118,4.49745842251166,4.4991427011662,"double",5000
