"term","nbin","mean","mean.lower","mean.upper","type","N"
"rcs.3.same",30,0.183543174790649,0.182951096504592,0.184159368579277,"norm",10000
"rcs.2.diff",30,6.81687910623046,6.81277448832802,6.82109314056024,"norm",10000
"rcs.3.diff",30,2.6080758184108,2.60649835298149,2.60969974569789,"norm",10000
"x",40,5.00392167773977,5.00176187147265,5.00612180108856,"norm",10000
"x2",40,29.0818320133781,29.0570112473018,29.1046570555177,"norm",10000
"x3",40,185.78070557882,185.533811511545,186.017838071089,"norm",10000
"rcs.2.same",40,1.55597015447748,1.55349225907963,1.55825138753176,"norm",10000
"rcs.3.same",40,0.183174527145951,0.18272001455744,0.183641707816622,"norm",10000
"rcs.2.diff",40,6.8183057764611,6.81523637323236,6.821442223854,"norm",10000
"rcs.3.diff",40,2.60862983975795,2.60744854761499,2.60983345205728,"norm",10000
"x",50,5.00384063507297,5.00212160559504,5.0055917536567,"norm",10000
"x2",50,29.0737196923477,29.0541902877299,29.0920034393245,"norm",10000
"x3",50,185.666304632106,185.474124085826,185.855079413086,"norm",10000
"rcs.2.same",50,1.5546272208526,1.55275076366504,1.5564390774281,"norm",10000
"rcs.3.same",50,0.182830028090835,0.18248558321384,0.183202522983772,"norm",10000
"rcs.2.diff",50,6.81811087231836,6.81569656494249,6.82061583455199,"norm",10000
"rcs.3.diff",50,2.60855592895802,2.607626575929,2.6095189965741,"norm",10000
"x",60,5.00232668171349,5.00089901316404,5.00378100053727,"norm",10000
"x2",60,29.0476981508286,29.0313179352931,29.0629101514445,"norm",10000
"x3",60,185.366225945167,185.204428546935,185.520011380616,"norm",10000
"rcs.2.same",60,1.55161512436862,1.55004770134619,1.55312341823453,"norm",10000
"rcs.3.same",60,0.182251738164707,0.181960764782465,0.18256266081116,"norm",10000
"rcs.2.diff",60,6.81602626588263,6.81402329154515,6.81811045749624,"norm",10000
"rcs.3.diff",60,2.60775513199667,2.6069859169607,2.6085543890896,"norm",10000
"x",70,5.00365982640179,5.00243906633775,5.00490337438153,"norm",10000
"x2",70,29.0591269384341,29.0453058846005,29.0722492903451,"norm",10000
"x3",70,185.454585801268,185.318804086198,185.589519503204,"norm",10000
"rcs.2.same",70,1.55273739225039,1.55139993208388,1.55405188649961,"norm",10000
"rcs.3.same",70,0.18246409763571,0.182218012948493,0.182730342492449,"norm",10000
"rcs.2.diff",70,6.81783975896734,6.81612226552359,6.81961812147649,"norm",10000
"rcs.3.diff",70,2.60845007669428,2.60779055569121,2.60913512814559,"norm",10000
"x",80,5.00416856180978,5.00310232833614,5.00525469865285,"norm",10000
"x2",80,29.0646427220606,29.0523064336401,29.0759231093092,"norm",10000
"x3",80,185.50374874752,185.384135582224,185.621122164234,"norm",10000
"rcs.2.same",80,1.55328812891226,1.55212411333614,1.55442400358982,"norm",10000
"rcs.3.same",80,0.182544935196595,0.1823282368966,0.182777015300608,"norm",10000
"rcs.2.diff",80,6.81842825577044,6.81692510419659,6.81998020022235,"norm",10000
"rcs.3.diff",80,2.60867428706558,2.60809610171225,2.60927070897838,"norm",10000
"x",90,5.00364671924433,5.00270028728458,5.00461081823987,"norm",10000
"x2",90,29.0571936690887,29.0463366459333,29.0673191917307,"norm",10000
"x3",90,185.411296527364,185.305576560081,185.516475424709,"norm",10000
"rcs.2.same",90,1.55233683738579,1.55130338609442,1.55335125397988,"norm",10000
"rcs.3.same",90,0.182307986740098,0.18211723610365,0.182515377334475,"norm",10000
"rcs.2.diff",90,6.81776056175854,6.81642870277911,6.81914101879125,"norm",10000
"rcs.3.diff",90,2.60841881193723,2.6079051013363,2.60894862935172,"norm",10000
"x",100,5.00408508696109,5.00323425418916,5.00495180221967,"norm",10000
"x2",100,29.0615300116308,29.0517279406317,29.0706042196489,"norm",10000
"x3",100,185.461300572666,185.366221996827,185.554244044866,"norm",10000
"rcs.2.same",100,1.55274123747231,1.55181650854694,1.55364733206251,"norm",10000
"rcs.3.same",100,0.182411461452449,0.182238464034864,0.182598337614656,"norm",10000
"rcs.2.diff",100,6.81838936800961,6.81718721450703,6.81963202280656,"norm",10000
"rcs.3.diff",100,2.60865905329327,2.60819711473465,2.60913700841686,"norm",10000
"x",5,0.837971747792962,0.837073168849501,0.838887100500441,"skew",10000
"x2",5,0.71848030630648,0.716962709098221,0.720043765958978,"skew",10000
"x3",5,0.62851440449859,0.626472250824818,0.630532985778499,"skew",10000
"rcs.2.same",5,0.142273187158916,0.140894011546926,0.143520356821045,"skew",10000
"rcs.3.same",5,0.00954194814251176,0.00938010600046796,0.00969053132115914,"skew",10000
"rcs.2.diff",5,0.907561032999355,0.906287255630704,0.908857520465161,"skew",10000
"rcs.3.diff",5,0.334820079765553,0.334330003669405,0.335318767455788,"skew",10000
"x",10,0.836006059442827,0.83560669102351,0.83641288286837,"skew",10000
"x2",10,0.710611834925661,0.709950789392615,0.711297475058096,"skew",10000
"x3",10,0.61258464240343,0.611722872847603,0.613488014514472,"skew",10000
"rcs.2.same",10,0.124254299006302,0.123611271977057,0.124816387854038,"skew",10000
"rcs.3.same",10,0.00641689399910582,0.00634540080366499,0.00648387015588737,"skew",10000
"rcs.2.diff",10,0.904774710144364,0.904208932159858,0.905350952039682,"skew",10000
"rcs.3.diff",10,0.333748078897494,0.333530440884207,0.333969730561563,"skew",10000
"x",20,0.835752018172884,0.83556284365847,0.835944724006039,"skew",10000
"x2",20,0.709419207269941,0.709104321735248,0.709745727364834,"skew",10000
"x3",20,0.610110132277768,0.60970787755601,0.610536379886483,"skew",10000
"rcs.2.same",20,0.121191417452563,0.120877562137128,0.121464191491774,"skew",10000
"rcs.3.same",20,0.0058992342090372,0.00586592931113929,0.005933268816575,"skew",10000
"rcs.2.diff",20,0.904414728511644,0.904146754388004,0.904687717765766,"skew",10000
"rcs.3.diff",20,0.333609594488006,0.333506515855338,0.333714603753581,"skew",10000
"x",30,0.835691289490728,0.835567347567489,0.835817545036585,"skew",10000
"x2",30,0.709230407251303,0.709025451450673,0.709446340883316,"skew",10000
"x3",30,0.609758204741683,0.609495547005918,0.610038938602034,"skew",10000
"rcs.2.same",30,0.120763317788472,0.120564927179226,0.120944254274879,"skew",10000
"rcs.3.same",30,0.00581809371857283,0.00579636948399929,0.00584024902813344,"skew",10000
"rcs.2.diff",30,0.90432869462433,0.904153124089837,0.904507549729755,"skew",10000
"rcs.3.diff",30,0.333576499724085,0.333508964803487,0.333645298936725,"skew",10000
"x",40,0.835702106772253,0.835609944829332,0.835795989101224,"skew",10000
"x2",40,0.709199703842714,0.709047018962291,0.709359199063625,"skew",10000
"x3",40,0.609660616598077,0.609462153481201,0.609865776018849,"skew",10000
"rcs.2.same",40,0.120612734208456,0.120462460022496,0.120746151053972,"skew",10000
"rcs.3.same",40,0.00579368196679577,0.00577778835399385,0.00581018769930638,"skew",10000
"rcs.2.diff",40,0.904344017839442,0.90421346588541,0.904477013546032,"skew",10000
"rcs.3.diff",40,0.333582393941605,0.333532175916007,0.333633552775202,"skew",10000
"x",50,0.835616055939807,0.835542702556668,0.835690778609806,"skew",10000
"x2",50,0.709036110516283,0.708914398121574,0.709163423122536,"skew",10000
"x3",50,0.609425391245349,0.609268125545807,0.609589404036664,"skew",10000
"rcs.2.same",50,0.120407986960513,0.120290051353497,0.120513886319736,"skew",10000
"rcs.3.same",50,0.00576431226587763,0.00575175275168476,0.00577754830656162,"skew",10000
"rcs.2.diff",50,0.904222112133107,0.904118203373283,0.904327965977025,"skew",10000
"rcs.3.diff",50,0.33353550054285,0.33349553106288,0.333576218857616,"skew",10000
"x",60,0.835605912307275,0.835544991700937,0.835667970117954,"skew",10000
"x2",60,0.709007318940945,0.708906125237945,0.709112913663775,"skew",10000
"x3",60,0.609376467756303,0.609245575900892,0.609511756625612,"skew",10000
"rcs.2.same",60,0.120350304911196,0.120251587235555,0.120437942578288,"skew",10000
"rcs.3.same",60,0.00575828940082543,0.00574774280891965,0.00576908591742353,"skew",10000
"rcs.2.diff",60,0.904207741920213,0.904121444842708,0.904295654556215,"skew",10000
"rcs.3.diff",60,0.333529972758355,0.333496777780646,0.33356378972495,"skew",10000
"x",70,0.835675782067135,0.83562369053418,0.835728845992205,"skew",10000
"x2",70,0.709119493064291,0.709032818163684,0.709209762282352,"skew",10000
"x3",70,0.609516021895374,0.60940426555323,0.609632593712365,"skew",10000
"rcs.2.same",70,0.120447316571404,0.12036314236469,0.120521988655204,"skew",10000
"rcs.3.same",70,0.00576988618599374,0.00576087971127287,0.00577923928146489,"skew",10000
"rcs.2.diff",70,0.904306724360842,0.904232934105204,0.904381896088694,"skew",10000
"rcs.3.diff",70,0.333568048276131,0.333539664164276,0.333596964260015,"skew",10000
"x",80,0.835661477248944,0.835615979580923,0.835707824221477,"skew",10000
"x2",80,0.709093032472227,0.709017384143703,0.709171979020552,"skew",10000
"x3",80,0.60947416458242,0.609376606476358,0.609576198934066,"skew",10000
"rcs.2.same",80,0.120381709796062,0.120308750629131,0.120446326418428,"skew",10000
"rcs.3.same",80,0.00575654404586713,0.00574873147393591,0.0057646823537791,"skew",10000
"rcs.2.diff",80,0.904286459207545,0.904222009493344,0.904352115564099,"skew",10000
"rcs.3.diff",80,0.33356025289889,0.333535461713967,0.333585508650395,"skew",10000
"x",90,0.835657026261843,0.83561664069135,0.83569816570937,"skew",10000
"x2",90,0.709093790120715,0.709026784875572,0.709163877614934,"skew",10000
"x3",90,0.609484948258725,0.609398275655034,0.609575083072051,"skew",10000
"rcs.2.same",90,0.120421264306103,0.120355956540308,0.120478866865587,"skew",10000
"rcs.3.same",90,0.00576264322329483,0.00575564996007188,0.00576984757513672,"skew",10000
"rcs.2.diff",90,0.904280153683381,0.904222945512015,0.904338432946355,"skew",10000
"rcs.3.diff",90,0.333557827363523,0.333535821705959,0.333580245402776,"skew",10000
"x",100,0.835658779915031,0.835622473695095,0.835695763862808,"skew",10000
"x2",100,0.709095131873495,0.70903471192437,0.709158064236019,"skew",10000
"x3",100,0.609486042925597,0.609408124866933,0.609567098264273,"skew",10000
"rcs.2.same",100,0.120420531570702,0.120362108189701,0.120472867783935,"skew",10000
"rcs.3.same",100,0.00576458845567679,0.00575831216858236,0.00577112699786204,"skew",10000
"rcs.2.diff",100,0.904282638084181,0.90423120851779,0.904335030571078,"skew",10000
"rcs.3.diff",100,0.333558783042637,0.333539000179676,0.333578936642613,"skew",10000
"x",5,8.47511901629617,8.44506353834504,8.5057355395492,"double",10000
"x2",5,94.1927627857418,93.5883132248552,94.7753533922135,"double",10000
"x3",5,1187.65583765434,1176.07412625903,1198.97112996128,"double",10000
"rcs.2.same",5,3.89463634603682,3.85492028920983,3.93112189793523,"double",10000
"rcs.3.same",5,1.06153613599396,1.04724989627628,1.07477694759668,"double",10000
"rcs.2.diff",5,11.7487291406354,11.7070963220668,11.7932468982915,"double",10000
"rcs.3.diff",5,4.50517565376011,4.48916240794556,4.52230097920408,"double",10000
"x",10,8.50221364053924,8.48885565033876,8.51582098420726,"double",10000
"x2",10,89.2805743523324,89.018522688958,89.5310337910139,"double",10000
"x3",10,1048.33083054532,1043.62934026476,1053.05486325592,"double",10000
"rcs.2.same",10,3.42897843247846,3.41211280746999,3.445421969144,"double",10000
"rcs.3.same",10,0.862186349051072,0.856147900338112,0.868339401346627,"double",10000
"rcs.2.diff",10,11.7723260390463,11.7534352572015,11.7920029939147,"double",10000
"rcs.3.diff",10,4.51429387130879,4.5070184278005,4.52185758673599,"double",10000
"x",20,8.4962849583186,8.48995748927625,8.50273054216134,"double",10000
"x2",20,88.4686170918714,88.3446426512417,88.5867157905466,"double",10000
"x3",20,1028.54213275354,1026.38130598652,1030.84860090574,"double",10000
"rcs.2.same",20,3.3699456801622,3.36201215774027,3.37777761954296,"double",10000
"rcs.3.same",20,0.839277629132569,0.836287994333575,0.842159919780531,"double",10000
"rcs.2.diff",20,11.760434914568,11.7515698886722,11.7697827699091,"double",10000
"rcs.3.diff",20,4.50965299455395,4.50624001136771,4.51324387233717,"double",10000
"x",30,8.49853415018834,8.49438856702271,8.50275711891291,"double",10000
"x2",30,88.4074194697237,88.3241658175196,88.4863263149093,"double",10000
"x3",30,1026.61928061921,1025.18828572687,1028.08568276412,"double",10000
"rcs.2.same",30,3.36509363381275,3.35994078869172,3.37015823431668,"double",10000
"rcs.3.same",30,0.836986699036106,0.835098711692172,0.838907889406645,"double",10000
"rcs.2.diff",30,11.7629845094629,11.7571455971631,11.7690680717459,"double",10000
"rcs.3.diff",30,4.51062068890367,4.50837457171371,4.51296076347826,"double",10000
"x",40,8.49901052203644,8.49592790891327,8.50215067826754,"double",10000
"x2",40,88.3566907735329,88.2949036913136,88.4145402155087,"double",10000
"x3",40,1025.32840073758,1024.24837399938,1026.41920142993,"double",10000
"rcs.2.same",40,3.3598213917235,3.35598943848244,3.36368860821183,"double",10000
"rcs.3.same",40,0.834880580450423,0.833466000508499,0.836335636769112,"double",10000
"rcs.2.diff",40,11.7636361112879,11.7592849265315,11.7680823192406,"double",10000
"rcs.3.diff",40,4.51086814544237,4.50919691272812,4.51257707748066,"double",10000
"x",50,8.49924763980288,8.49679413139869,8.50174694782352,"double",10000
"x2",50,88.3449024433506,88.2965530628548,88.3908880564224,"double",10000
"x3",50,1024.85090963153,1024.01114240659,1025.71977146106,"double",10000
"rcs.2.same",50,3.3588400933496,3.35575571836763,3.36191574722479,"double",10000
"rcs.3.same",50,0.834299219658735,0.833180113331169,0.835469355491761,"double",10000
"rcs.2.diff",50,11.7639148557532,11.760433388079,11.7674474944033,"double",10000
"rcs.3.diff",50,4.51097414313266,4.50963656555573,4.51233166084277,"double",10000
"x",60,8.4979899973848,8.49595233786271,8.50006569387656,"double",10000
"x2",60,88.3300357544712,88.2893924742227,88.3684246312775,"double",10000
"x3",60,1024.69024210177,1023.98411842919,1025.39974003775,"double",10000
"rcs.2.same",60,3.35849196338983,3.35595693786837,3.36105785069206,"double",10000
"rcs.3.same",60,0.834231750418629,0.833296589715181,0.835204493323502,"double",10000
"rcs.2.diff",60,11.7620079533453,11.7591158216311,11.764934825351,"double",10000
"rcs.3.diff",60,4.51024170961969,4.50912943846597,4.511364081618,"double",10000
"x",70,8.49684227879336,8.49509993224542,8.49861714970656,"double",10000
"x2",70,88.2830020382457,88.2480884634192,88.3157127785754,"double",10000
"x3",70,1023.680997501,1023.08637731409,1024.29247974367,"double",10000
"rcs.2.same",70,3.354600427122,3.35244057757884,3.35675858886152,"double",10000
"rcs.3.same",70,0.832646535336475,0.831852078343858,0.833481214526866,"double",10000
"rcs.2.diff",70,11.7603003536949,11.7578378213037,11.7628124954583,"double",10000
"rcs.3.diff",70,4.50958300247025,4.50863516797115,4.51054718095999,"double",10000
"x",80,8.4976251822429,8.49610338589099,8.49917538595194,"double",10000
"x2",80,88.3005559885169,88.2701974711041,88.3292877731622,"double",10000
"x3",80,1023.98954047518,1023.4634682505,1024.52453508803,"double",10000
"rcs.2.same",80,3.35608735129161,3.35420054812228,3.35799539268619,"double",10000
"rcs.3.same",80,0.833333786865074,0.832638467014166,0.83405910396645,"double",10000
"rcs.2.diff",80,11.7615340487287,11.7593761153087,11.7637225762141,"double",10000
"rcs.3.diff",80,4.51005970576322,4.5092305449051,4.510900429441,"double",10000
"x",90,8.49726985448365,8.49591904648584,8.49864587800065,"double",10000
"x2",90,88.2905531083883,88.2635403365497,88.3160972443384,"double",10000
"x3",90,1023.79822144409,1023.33356021297,1024.27032661476,"double",10000
"rcs.2.same",90,3.35520153196138,3.35352964859821,3.35690930627549,"double",10000
"rcs.3.same",90,0.83297048822246,0.832358049360654,0.833610852384474,"double",10000
"rcs.2.diff",90,11.7610616876187,11.7591464207762,11.7629981084206,"double",10000
"rcs.3.diff",90,4.50987963360027,4.50914303829656,4.5106226392268,"double",10000
"x",100,8.49802886175581,8.49681449901031,8.49926589299834,"double",10000
"x2",100,88.2983061116418,88.2739861622275,88.3211906920606,"double",10000
"x3",100,1023.91265355571,1023.49555145337,1024.3401630064,"double",10000
"rcs.2.same",100,3.3556656932829,3.35414918609714,3.35718493438912,"double",10000
"rcs.3.same",100,0.833133564794156,0.832580782704209,0.83371179635643,"double",10000
"rcs.2.diff",100,11.7620315953976,11.760314781393,11.7637755255929,"double",10000
"rcs.3.diff",100,4.51025301344657,4.50959271672463,4.51092290397113,"double",10000
