"model","type","alpha","drift","slope","shift","Dxy","C (ROC)","R2","D","D:Chi-sq","D:p","U","U:Chi-sq","U:p","Q","Brier","Intercept","Slope","Emax","E90","Eavg","S:z","S:p"
"correct","vali_1","0.2","-2","0.5","1.5","0.505408435841497","0.752704217920748","-0.277056175167842","-0.184147247767188","-1840.47247767188","1","0.373943727677513","3741.43727677513","0","-0.558090975444701","0.25056726922827","-1.46146866186941","0.974799274886942","0.377567092320856","0.351844047104811","0.222203065676782","71.5899447901877","0"
"correct","vali_1","0.2","-2","0.5","2","0.505408435841497","0.752704217920748","-0.744724320833416","-0.433938250627481","-4338.38250627481","1","0.623734730537806","6239.34730537806","0","-1.05767298116529","0.279887829769113","-1.94886829931291","0.974799274886951","0.4906640430696","0.445907415715617","0.266450921629742","102.438045154453","0"
"correct","vali_1","0.2","-2","0.5","0.470836252447952","0.505408435841497","0.752704217920748","0.188553552675829","0.147846434923705","1479.46434923705","0","0.0419500449866191","421.500449866191","0","0.105896389937086","0.19740996691548","-0.458240587015748","0.974799274886943","0.11076704465543","0.108051155332513","0.0839825687974959","16.337249403535","5.3617760368633e-60"
"correct","vali_1","0.2","-2","0.5","-0.0107482936425843","0.505408435841497","0.752704217920748","0.23724757322258","0.189896497389488","1899.96497389488","0","-0.00010001747916267","0.999825208373295","0.606583670269379","0.189996514868651","0.189360366685204","0.011207679310061","0.974799274886948","0.00967342585037689","0.00873376206166714","0.00538683463039585","1.03253167723332","0.30182311601608"
"correct","vali_2","0.2","-2","0.5","-2","0.498442247122734","0.749221123561367","0.213948879777355","0.160795282877893","1608.95282877893","0","0.00212591448426992","23.2591448426992","8.89899310985154e-06","0.158669368393623","0.169502584317738","0.039441030919215","0.931307284859412","0.0249228817299581","0.0232049935762052","0.0158990907498858","4.70168113840601","2.58028219202553e-06"
"correct","vali_2","0.2","-2","0.5","-1.5","0.498442247122734","0.749221123561367","0.181698705061012","0.134822436930162","1349.22436930162","0","0.0280987604320011","282.987604320011","0","0.106723676498161","0.175304101882787","-0.42621261151049","0.931307284859415","0.106272000377965","0.105635865522554","0.0685678320291365","-4.33672020837024","1.4462452910802e-05"
"correct","vali_2","0.2","-2","0.5","-1","0.498442247122734","0.749221123561367","0.0251799142840128","0.0175459094588341","176.459094588341","0","0.145375287903329","1455.75287903329","0","-0.127829378444495","0.199914661109624","-0.891866253940198","0.931307284859416","0.217800890102364","0.215842009817614","0.162053681702512","1.70025819143954","0.0890823708409952"
"correct","vali_2","0.2","-2","0.5","-0.5","0.498442247122734","0.749221123561367","-0.314399987016028","-0.197635863964996","-1975.35863964996","1","0.360557061327159","3607.57061327159","0","-0.558192925292154","0.244262695403539","-1.35751989636991","0.931307284859417","0.32564457165897","0.322387988507022","0.259369248932518","25.5972775144454","1.63582545167952e-144"
"correct","vali_2","0.2","-2","0.5","0.5","0.498442247122734","0.749221123561367","-2.16610818365591","-0.918260522454453","-9181.60522454453","1","1.08118171981662","10813.8171981662","0","-1.99944224227107","0.377933363392246","-2.28882718122933","0.931307284859422","0.517698230963762","0.515468115458692","0.44184291036473","112.9439463452","0"
"correct","vali_2","0.2","-2","0.5","1","0.498442247122734","0.749221123561367","-4.44111852059296","-1.40742323801424","-14073.2323801424","1","1.5703444353764","15705.444353764","0","-2.97776767339064","0.453267750167402","-2.75448082365905","0.931307284859425","0.599886216335428","0.596696887385888","0.51659768839067","160.170945948255","0"
