"shift","Dxy","C (ROC)","R2","D","D:Chi-sq","D:p","U","U:Chi-sq","U:p","Q","Brier","Intercept","Slope","Emax","E90","Eavg","S:z","S:p","type_shift","model","alpha","drift","slope","ncase.dev","ncase.ext"
-1,0.38354721829249,0.691773609146245,-0.0561489237224373,-0.0412247373736283,-411.247373736283,1,0.162102456288832,1623.02456288832,0,-0.20332719366246,0.242299083602134,-0.409430369145486,0.47880305145418,0.237158409161004,0.230207667401807,0.118432741194255,36.8886325819949,7.03095469259837e-298,"other","correct",0.8,-1,0.5,6104,4521
-0.5,0.38354721829249,0.691773609146245,-0.273895665314981,-0.186404824493994,-1863.04824493994,1,0.307282543409197,3074.82543409197,0,-0.493687367903191,0.263517122629138,-0.648831894872577,0.478803051454181,0.26619036602746,0.265657935894206,0.183808655836314,54.6107862220962,0,"other","correct",0.8,-1,0.5,6104,4521
0,0.38354721829249,0.691773609146245,-0.690789514022911,-0.416503353469304,-4164.03353469304,1,0.537381072384507,5375.81072384507,0,-0.95388442585381,0.297895155146896,-0.888233420599668,0.478803051454182,0.335080238724756,0.327201211603701,0.265356329059406,86.3706564509688,0,"no","correct",0.8,-1,0.5,6104,4521
0.5,0.38354721829249,0.691773609146245,-1.42432409710811,-0.725208426536441,-7251.08426536441,1,0.846086145451644,8462.86145451643,0,-1.57129457198808,0.342132298149601,-1.12763494632676,0.478803051454182,0.402238610121526,0.395079684627099,0.338360631221743,119.858108378646,0,"other","correct",0.8,-1,0.5,6104,4521
1,0.38354721829249,0.691773609146245,-2.6862670875478,-1.10154128278217,-11014.4128278217,1,1.22241900169738,12226.1900169738,0,-2.32396028447955,0.389824596535263,-1.36703647205384,0.478803051454179,0.463417245121504,0.460848546652779,0.398840317949108,149.724243932491,0,"other","correct",0.8,-1,0.5,6104,4521
1.5,0.38354721829249,0.691773609146245,-4.84923937850218,-1.53173526409525,-15316.3526409525,1,1.65261298301046,16528.1298301045,0,-3.18434824710571,0.434004807346329,-1.60643799778093,0.478803051454177,0.525738258860827,0.522690647005766,0.445218752441244,182.651321686332,0,"other","correct",0.8,-1,0.5,6104,4521
2,0.38354721829249,0.691773609146245,-8.56217635714168,-2.00183216596384,-20017.3216596384,1,2.12270988487905,21229.0988487905,0,-4.12454205084289,0.470091675234071,-1.84583952350804,0.478803051454185,0.592074619515122,0.590510528758,0.47845437564724,224.656221763562,0,"other","correct",0.8,-1,0.5,6104,4521
-0.641183302445678,0.38354721829249,0.691773609146245,-0.19570378101972,-0.136662087875405,-1365.62087875405,1,0.257539806790608,2577.39806790608,0,-0.394201894666013,0.256139787761182,-0.581232898847208,0.478803051454181,0.254129878899251,0.253914812964447,0.159934944508342,47.9588504950533,0,"recalibration","correct",0.8,-1,0.5,6104,4521
-1.59967643894604,0.38354721829249,0.691773609146245,0.0258328725467931,0.0194039908180157,195.039908180157,0,0.101473728097188,1016.73728097188,0,-0.0820697372791721,0.234118972422798,-0.122303460292946,0.47880305145418,0.204133384183941,0.175958901013388,0.109757624272236,33.9810629289271,4.24291587350244e-253,"optimal","correct",0.8,-1,0.5,6104,4521
-2,0.352447153090086,0.676223576545043,-0.224735439830605,-0.155420942477065,-1553.20942477065,1,0.223908055084163,2241.08055084163,0,-0.379328997561228,0.274062938250846,1.01605482826186,1.00249886753646,0.650231027001894,0.343489211839814,0.218897076781458,47.6682124745382,0,"other","incorrect",0.8,-1,0.5,6104,4521
-1.5,0.352447153090086,0.676223576545043,0.0121780647189129,0.00904714300773376,91.4714300773376,0,0.0594399695993656,596.399695993656,0,-0.0503928265916318,0.241429869633441,0.514805394493639,1.00249886753648,0.4819685504753,0.235360701638218,0.122687281973061,18.8502865784759,2.92254877341301e-79,"other","incorrect",0.8,-1,0.5,6104,4521
-1,0.352447153090086,0.676223576545043,0.0888563130902876,0.068646945711125,687.46945711125,0,-0.000159833104026075,0.401668959739254,0.81804782373092,0.0688067788151511,0.22920070231983,0.013555960725401,1.00249886753649,0.40901019619878,0.127491548924259,0.0649481384715611,-1.67436750920861,0.0940583941997784,"other","incorrect",0.8,-1,0.5,6104,4521
-0.5,0.352447153090086,0.676223576545043,0.018212424385147,0.0136108398920449,137.108398920449,0,0.0548762727150548,550.762727150548,0,-0.0412654328230099,0.243948361977015,-0.487693473042848,1.0024988675365,0.447923267945403,0.193487440583133,0.121865679942384,11.5390074150904,8.38876134913297e-31,"other","incorrect",0.8,-1,0.5,6104,4521
0,0.352447153090086,0.676223576545043,-0.223738521750245,-0.154782582745538,-1546.82582745538,1,0.223269695352638,2234.69695352638,0,-0.378052278098175,0.282710102378266,-0.988942906811107,1.00249886753651,0.500138321555061,0.31318580140283,0.217984209310931,43.2396573757629,0,"no","incorrect",0.8,-1,0.5,6104,4521
0.5,0.352447153090086,0.676223576545043,-0.707896042221332,-0.424902159922867,-4248.02159922867,1,0.493389272529967,4935.89272529967,0,-0.918291432452834,0.335027192656648,-1.49019234057937,1.00249886753652,0.561789630431136,0.419759055440216,0.307680321693232,76.9993258580124,0,"other","incorrect",0.8,-1,0.5,6104,4521
1,0.352447153090086,0.676223576545043,-1.57576150005871,-0.778591244467273,-7784.91244467273,1,0.847078357074373,8472.78357074373,0,-1.62566960154165,0.388978056690028,-1.99144177434769,1.00249886753655,0.622625325338554,0.508425335266898,0.379674154955638,113.033738410455,0,"other","incorrect",0.8,-1,0.5,6104,4521
1.5,0.352447153090086,0.676223576545043,-3.08437406413948,-1.19588745274847,-11957.8745274847,1,1.26437456535557,12645.7456535557,0,-2.46026201810403,0.436102170728115,-2.49269120811602,1.00249886753657,0.667271701398226,0.576925085935885,0.433016171435934,153.530011072558,0,"other","incorrect",0.8,-1,0.5,6104,4521
2,0.352447153090086,0.676223576545043,-5.68638219383895,-1.65864411898798,-16585.4411898798,1,1.72713123159508,17273.3123159508,0,-3.38577535058306,0.472797563949184,-2.99394064188436,1.00249886753659,0.68010478009586,0.627084426112344,0.47018379547663,201.28894855293,0,"other","incorrect",0.8,-1,0.5,6104,4521
-0.641183302445678,0.352447153090086,0.676223576545043,0.0537334237248116,0.0409053684078342,410.053684078342,0,0.0275817441992656,277.817441992656,0,0.0133236242085686,0.237041383078089,-0.346157372225991,1.0024988675365,0.435562961822263,0.158660471160347,0.0989382652128876,4.35056214713036,1.35788961607296e-05,"recalibration","incorrect",0.8,-1,0.5,6104,4521
-0.986886395627296,0.352447153090086,0.676223576545043,0.0889059895243204,0.0686867324093679,687.867324093679,0,-0.000199619802268353,0.00380197731647058,0.998100817076296,0.0688863522116362,0.229234273775824,0.000409587192442715,1.00249886753649,0.40986212451616,0.124725753353006,0.0653983834469961,-1.8473071787059,0.0647026331257465,"optimal","incorrect",0.8,-1,0.5,6104,4521
-2,0.401729078789964,0.700864539394982,0.00338177507763949,0.00243569114608727,25.3569114608727,4.76442259644827e-07,0.131692375840282,1318.92375840282,0,-0.129256684694195,0.236064283482754,0.0776162881280718,0.477866809030554,0.177565849471722,0.176374192831783,0.125291056791977,40.5816305140882,0,"other","correct",0.9,-1,0.5,6222,4663
-1.5,0.401729078789964,0.700864539394982,0.0308339374189718,0.023261086616242,233.61086616242,0,0.110866980370127,1110.66980370127,0,-0.087605893753885,0.232554006491515,-0.161317116387205,0.477866809030556,0.19975333735785,0.183217345442214,0.108562190885837,34.6151390480903,1.49548919762869e-262,"other","correct",0.9,-1,0.5,6222,4663
-1,0.401729078789964,0.700864539394982,-0.0505405432061122,-0.037249179304541,-371.49179304541,1,0.17137724629091,1715.7724629091,0,-0.208626425595451,0.240048139706175,-0.400250520902483,0.477866809030557,0.223693765796511,0.220347531153835,0.117807986038486,38.4714512298089,0,"other","correct",0.9,-1,0.5,6222,4663
-0.5,0.401729078789964,0.700864539394982,-0.265922086749985,-0.181703501456969,-1816.03501456969,1,0.315831568443337,3160.31568443337,0,-0.497535069900306,0.260382811194733,-0.639183925417763,0.477866809030558,0.260886568161527,0.259462445434666,0.181495837607123,56.4279434749907,0,"other","correct",0.9,-1,0.5,6222,4663
0,0.401729078789964,0.700864539394982,-0.673983851087435,-0.408706918867713,-4086.06918867713,1,0.542834985854082,5430.34985854082,0,-0.951541904721795,0.293569358851215,-0.878117329933043,0.477866809030558,0.332746753257822,0.322293483106938,0.260632401939117,87.9815933219275,0,"no","correct",0.9,-1,0.5,6222,4663
0.5,0.401729078789964,0.700864539394982,-1.38584277954628,-0.711972471520099,-7118.72471520099,1,0.846100538506466,8463.00538506466,0,-1.55807301002656,0.336340390573357,-1.11705073444833,0.477866809030562,0.398881458339304,0.392231405051044,0.331329567999603,120.454473858265,0,"other","correct",0.9,-1,0.5,6222,4663
1,0.401729078789964,0.700864539394982,-2.59916127406829,-1.08068753101751,-10805.8753101751,1,1.21481559800387,12150.1559800387,0,-2.29550312902138,0.382374190720592,-1.35598413896361,0.477866809030563,0.461199347116648,0.458929654126135,0.389740639625625,149.40838828767,0,"other","correct",0.9,-1,0.5,6222,4663
1.5,0.401729078789964,0.700864539394982,-4.65701554443803,-1.50138609828454,-15012.8609828454,1,1.63551416527091,16357.1416527091,0,-3.13690026355545,0.42488204849686,-1.59491754347889,0.477866809030562,0.525380565346235,0.522024682835473,0.434409344903111,181.857237355575,0,"other","correct",0.9,-1,0.5,6222,4663
2,0.401729078789964,0.700864539394982,-8.14855726646812,-1.96049552920429,-19603.9552920429,1,2.09462359619066,20948.2359619066,0,-4.05511912539495,0.45948549235856,-1.83385094799417,0.477866809030561,0.590395680598439,0.589171301608783,0.466339450205641,223.600585771175,0,"other","correct",0.9,-1,0.5,6222,4663
-0.633901308921752,0.401729078789964,0.700864539394982,-0.19252494272046,-0.134783323996236,-1346.83323996236,1,0.268911390982605,2691.11390982605,0,-0.403694714978841,0.253627783753231,-0.575196934198308,0.477866809030555,0.244916857310649,0.244360510889118,0.159503362156161,50.0381582918509,0,"recalibration","correct",0.9,-1,0.5,6222,4663
-1.61810777582636,0.401729078789964,0.700864539394982,0.033773058869992,0.0255166443742184,256.166443742184,0,0.10861142261215,1088.1142261215,0,-0.0830947782379319,0.232475126288048,-0.104877330431364,0.477866809030556,0.193378530126958,0.172723742961745,0.110907990344211,35.2673782580961,1.85820050317117e-272,"optimal","correct",0.9,-1,0.5,6222,4663
-2,0.364828729358581,0.68241436467929,-0.253483330179859,-0.173905182646714,-1738.05182646714,1,0.245753629446778,2459.53629446778,0,-0.419658812093492,0.280265628876682,1.17745536166212,1.10836762694753,0.700917148594891,0.37580571747347,0.231343391828552,49.4472189905234,0,"other","incorrect",0.9,-1,0.5,6222,4663
-1.5,0.364828729358581,0.68241436467929,0.00219902178173473,0.00154811874704792,16.4811874704792,4.91351995648426e-05,0.0703003280530173,705.003280530173,0,-0.0687522093059693,0.244812165899718,0.623271548188353,1.10836762694753,0.536660868153042,0.266646445044022,0.133824953440119,19.6023192363469,1.47734741850508e-85,"other","incorrect",0.9,-1,0.5,6222,4663
-1,0.364828729358581,0.68241436467929,0.0914097239914914,0.0708088106834652,709.088106834652,0,0.00103963611659874,12.3963611659874,0.00203312637793662,0.0697691745668664,0.229994693569438,0.0690877347145921,1.10836762694755,0.464472882100306,0.154998180025716,0.0752983043301466,-3.2732461961856,0.00106319826534051,"other","incorrect",0.9,-1,0.5,6222,4663
-0.5,0.364828729358581,0.68241436467929,0.0320827463340249,0.0242188333286493,243.188333286493,0,0.0476296134714152,478.296134714152,0,-0.0234107801427659,0.242754977453713,-0.48509607875918,1.10836762694754,0.50699738407039,0.199576247668072,0.121379149748278,9.80157023666201,1.10848858547579e-22,"other","incorrect",0.9,-1,0.5,6222,4663
0,0.364828729358581,0.68241436467929,-0.195064708924073,-0.13644421808676,-1363.4421808676,1,0.208292664886824,2084.92664886824,0,-0.344736882973584,0.280020532744865,-1.03927989223295,1.10836762694754,0.560566586785629,0.319464412141071,0.211208452227199,41.5554857250692,0,"no","incorrect",0.9,-1,0.5,6222,4663
0.5,0.364828729358581,0.68241436467929,-0.654199678245074,-0.398812047044187,-3987.12047044187,1,0.470660493844252,4708.60493844252,0,-0.869472540888439,0.330911572753499,-1.5934637057067,1.10836762694753,0.618476814453332,0.425720285325253,0.299339368187622,74.8328651418125,0,"other","incorrect",0.9,-1,0.5,6222,4663
1,0.364828729358581,0.68241436467929,-1.47453573571155,-0.74404585054401,-7439.4585054401,1,0.815894297344075,8160.94297344075,0,-1.55994014788808,0.383217289217442,-2.14764751918053,1.10836762694756,0.668198582058304,0.513180318024329,0.370194718797124,110.405360424782,0,"other","incorrect",0.9,-1,0.5,6222,4663
1.5,0.364828729358581,0.68241436467929,-2.88906666816314,-1.15178183971117,-11516.8183971117,1,1.22363028651124,12238.3028651124,0,-2.3754121262224,0.428520930259315,-2.70183133265415,1.10836762694749,0.694951923351929,0.579331896657387,0.422315575303645,150.625564809458,0,"other","incorrect",0.9,-1,0.5,6222,4663
2,0.364828729358581,0.68241436467929,-5.3032073077927,-1.60379432786509,-16036.9432786509,1,1.67564277466515,16758.4277466515,0,-3.27943710253024,0.463456827664022,-3.25601514612775,1.10836762694744,0.688710687020409,0.627199526066178,0.458347712877634,198.353756551106,0,"other","incorrect",0.9,-1,0.5,6222,4663
-0.633901308921752,0.364828729358581,0.68241436467929,0.0629216396472743,0.0481658325693774,482.658325693774,0,0.0236826142306871,238.826142306871,0,0.0244832183386903,0.236624126021696,-0.336684202744408,1.10836762694754,0.49439781903658,0.166807088031699,0.102575903344717,2.73745443883634,0.0061916695998166,"recalibration","incorrect",0.9,-1,0.5,6222,4663
-0.948589803815143,0.364828729358581,0.68241436467929,0.0921795739200077,0.0714278766562671,715.278766562671,0,0.000420570143796976,6.20570143796976,0.0449209626516203,0.0710073065124701,0.230001903982794,0.012106337568274,1.10836762694754,0.468269852954294,0.143689115748226,0.0764531968062903,-3.9851175502311,6.74467281006801e-05,"optimal","incorrect",0.9,-1,0.5,6222,4663
-2,0.425365072985753,0.712682536492876,0.0292073781252172,0.0220375389001281,221.375389001281,0,0.130327220845117,1305.27220845117,0,-0.108289681944989,0.232349088280732,0.0858144523639942,0.485701322514219,0.177837731826778,0.176494691923384,0.12323073588711,40.3913761183924,0,"other","correct",1,-1,0.5,6346,4804
-1.5,0.425365072985753,0.712682536492876,0.0506913435931696,0.0386398035151376,387.398035151376,0,0.113724956230109,1139.24956230109,0,-0.0750851527149714,0.228925620602844,-0.157036208893116,0.48570132251422,0.185047411022437,0.174883994534745,0.106641639820975,35.0393306151649,5.66875591219971e-269,"other","correct",1,-1,0.5,6346,4804
-1,0.425365072985753,0.712682536492876,-0.032413464541685,-0.0241071422769133,-240.071422769133,1,0.17647190202216,1766.7190202216,0,-0.200579044299073,0.236228059307044,-0.399886870150226,0.48570132251422,0.206756277038766,0.206310423784437,0.116297227597134,39.3562050721121,0,"other","correct",1,-1,0.5,6346,4804
-0.5,0.425365072985753,0.712682536492876,-0.244718427224257,-0.168529434044149,-1684.29434044149,1,0.320894193789396,3210.94193789396,0,-0.489423627833545,0.256083111435088,-0.642737531407336,0.48570132251422,0.25851553817682,0.254335935003194,0.179796068459115,57.7131462951476,0,"other","correct",1,-1,0.5,6346,4804
0,0.425365072985753,0.712682536492876,-0.642181354906768,-0.393080203574719,-3929.80203574719,1,0.545444963319967,5456.44963319967,0,-0.938525166894686,0.288467718491186,-0.885588192664447,0.485701322514221,0.332845223505935,0.320007698584901,0.256469222920981,89.1644994680973,0,"no","correct",1,-1,0.5,6346,4804
0.5,0.425365072985753,0.712682536492876,-1.32924803441663,-0.69145801009238,-6913.5801009238,1,0.843822769837625,8440.22769837625,0,-1.53528077993001,0.330081332343121,-1.12843885392155,0.485701322514218,0.398201293649409,0.39221131441303,0.324768387211599,120.778552315872,0,"other","correct",1,-1,0.5,6346,4804
1,0.425365072985753,0.712682536492876,-2.48920186357657,-1.05299784749278,-10528.9784749278,1,1.20536260723803,12055.6260723803,0,-2.25836045473081,0.374667027872167,-1.37128951517866,0.485701322514219,0.462233130522174,0.459477037038242,0.38101613893391,149.057551896113,0,"other","correct",1,-1,0.5,6346,4804
1.5,0.425365072985753,0.712682536492876,-4.4357741953607,-1.4645410075333,-14644.410075333,1,1.61690576727855,16171.0576727855,0,-3.08144677481185,0.415634846715417,-1.61414017643578,0.485701322514221,0.526591234882966,0.523638242239376,0.423895968257399,181.216026797156,0,"other","correct",1,-1,0.5,6346,4804
2,0.425365072985753,0.712682536492876,-7.70017598371951,-1.91292169357919,-19128.2169357919,1,2.06528645332444,20654.8645332444,0,-3.97820814690363,0.448837179677348,-1.85699083769287,0.485701322514217,0.59238038455752,0.591063266881852,0.454461037919622,222.837071982628,0,"other","correct",1,-1,0.5,6346,4804
-0.630442429795805,0.425365072985753,0.712682536492876,-0.174426679406156,-0.122983723308847,-1228.83723308847,1,0.275348483054094,2755.48483054094,0,-0.398332206362941,0.249644805952656,-0.579381470743545,0.485701322514219,0.240082857592965,0.238291828004308,0.159013214359111,51.3852424275373,0,"recalibration","correct",1,-1,0.5,6346,4804
-1.64200955701125,0.425365072985753,0.712682536492876,0.0547618835724044,0.0418167120288583,419.167120288583,0,0.110548047716388,1107.48047716388,0,-0.06873133568753,0.228906224092768,-0.0880619792430914,0.48570132251422,0.17814548320735,0.164218354244588,0.109480169695165,35.7333015166238,1.20221566982471e-279,"optimal","correct",1,-1,0.5,6346,4804
-2,0.380819422357171,0.690409711178585,-0.27443693609068,-0.187178695538802,-1870.78695538802,1,0.26392337679439,2641.2337679439,0,-0.451102072333192,0.284934573187345,1.33178519526065,1.22277658946961,0.757691850583386,0.404654281298876,0.241488133077908,50.4797377836848,0,"other","incorrect",1,-1,0.5,6346,4804
-1.5,0.380819422357171,0.690409711178585,-0.00411581676919505,-0.00318053011462907,-30.8053011462907,1,0.079925211370219,801.25211370219,0,-0.0831057414848481,0.247063104256212,0.720396900525824,1.22277658946958,0.594336814854749,0.294123779008549,0.142407161594448,19.6578277284547,4.95493608999232e-86,"other","incorrect",1,-1,0.5,6346,4804
-1,0.380819422357171,0.690409711178585,0.0942520111358328,0.0731728353789669,732.728353789669,0,0.0035718458766225,37.718458766225,6.44971831498253e-09,0.0696009895023444,0.230295975545719,0.109008605791032,1.22277658946957,0.524933930367754,0.181647978915919,0.0861750752855839,-5.1231499863204,3.00473145913155e-07,"other","incorrect",1,-1,0.5,6346,4804
-0.5,0.380819422357171,0.690409711178585,0.0429922688713588,0.0326584144184155,327.584144184155,0,0.0440862668371739,442.862668371739,0,-0.0114278524187584,0.241656711178166,-0.50237968894375,1.22277658946956,0.57549099867543,0.208283740841549,0.125216672948737,8.63968089514737,5.63702448594713e-18,"other","incorrect",1,-1,0.5,6346,4804
0,0.380819422357171,0.690409711178585,-0.173207821907257,-0.122175373655304,-1220.75373655304,1,0.198920054910893,1991.20054910893,0,-0.321095428566198,0.277724633407928,-1.11376798367852,1.22277658946955,0.637505832529797,0.327931510628563,0.207685268626616,40.4015084880452,0,"no","incorrect",1,-1,0.5,6346,4804
0.5,0.380819422357171,0.690409711178585,-0.612824858505204,-0.378113729738757,-3780.13729738757,1,0.454858410994346,4550.58410994346,0,-0.832972140733103,0.327181466801043,-1.72515627841329,1.22277658946955,0.702012911350047,0.433600071854336,0.292630931597416,73.271838576176,0,"other","incorrect",1,-1,0.5,6346,4804
1,0.380819422357171,0.690409711178585,-1.3945868395898,-0.715695244754516,-7155.95244754516,1,0.792439926010105,7926.39926010105,0,-1.50813517076462,0.37767899827042,-2.33654457314802,1.22277658946952,0.75348017982634,0.519403751630559,0.36155625656389,108.504449740154,0,"other","incorrect",1,-1,0.5,6346,4804
1.5,0.380819422357171,0.690409711178585,-2.73093083039219,-1.1143060490954,-11142.060490954,1,1.19105073035099,11912.5073035099,0,-2.30535677944639,0.421002492069576,-2.94793286788282,1.22277658946954,0.77552515452818,0.583438735057529,0.412028162278116,148.550755272283,0,"other","incorrect",1,-1,0.5,6346,4804
2,0.380819422357171,0.690409711178585,-4.98707439941247,-1.55579699360677,-15556.9699360677,1,1.63254167486236,16327.4167486236,0,-3.18833866846912,0.454093336879983,-3.5593211626174,1.22277658946947,0.761109356346152,0.629181292959883,0.446720359518528,196.296108301897,0,"other","incorrect",1,-1,0.5,6346,4804
-0.630442429795805,0.380819422357171,0.690409711178585,0.0709673879499271,0.0545655531988374,546.655531988374,0,0.0221791280567515,223.791280567515,0,0.0323864251420859,0.23598633911194,-0.342877739515913,1.22277658946956,0.56100569661099,0.176632536036874,0.109071906965767,1.48045586914772,0.138751629625592,"recalibration","incorrect",1,-1,0.5,6346,4804
-0.921643669018089,0.380819422357171,0.690409711178585,0.0960501706196497,0.0746242913431586,747.242913431586,0,0.00212038991243062,23.2038991243062,9.14823528641584e-06,0.072503901430728,0.230176940124373,0.013196318629623,1.22277658946957,0.531947031130893,0.164321301518691,0.0875718752835713,-6.10567719254521,1.02365716545715e-09,"optimal","incorrect",1,-1,0.5,6346,4804
-2,0.256282751030069,0.628141375515035,-0.444543194907524,-0.287457769690527,-2873.57769690527,1,0.338587436934338,3387.87436934338,0,-0.626045206624865,0.29058111837766,0.501956133253643,0.467080768868316,0.278615674029633,0.275177205171487,0.221442542954255,68.0077540243157,0,"other","correct",0.1,-0.5,0.5,5119,4663
-1.5,0.256282751030069,0.628141375515035,-0.14740372738497,-0.104806695968545,-1047.06695968545,1,0.155936363212356,1561.36363212356,0,-0.260743059180901,0.262544215920189,0.268415748819482,0.467080768868312,0.206941553674096,0.206835435732532,0.142100018261442,43.1015860274937,0,"other","correct",0.1,-0.5,0.5,5119,4663
-1,0.256282751030069,0.628141375515035,-0.0187942801801297,-0.0140761774751178,-139.761774751178,1,0.065205844718928,654.05844718928,0,-0.0792820221940457,0.248022211679294,0.0348753643853258,0.467080768868311,0.217012024823582,0.157234635286615,0.0950075727728088,27.3850926070483,4.12791577724197e-165,"other","correct",0.1,-0.5,0.5,5119,4663
-0.5,0.256282751030069,0.628141375515035,-0.0311345527850094,-0.0231477952638494,-230.477952638494,1,0.07427746250766,744.7746250766,0,-0.0974252577715093,0.250764802928167,-0.19866502004883,0.467080768868312,0.265968847176078,0.198118326509431,0.100064817770005,27.2390439339361,2.24078655514577e-163,"other","correct",0.1,-0.5,0.5,5119,4663
0,0.256282751030069,0.628141375515035,-0.190104272615892,-0.133197741749366,-1330.97741749366,1,0.184327408993176,1845.27408993176,0,-0.317525150742542,0.270765780357381,-0.432205404482984,0.467080768868309,0.29919721983965,0.267091712552165,0.162578681897855,42.8456811698346,0,"no","correct",0.1,-0.5,0.5,5119,4663
0.5,0.256282751030069,0.628141375515035,-0.538070811397325,-0.338670156722284,-3385.70156722284,1,0.389799823966094,3899.99823966094,0,-0.728469980688377,0.304514309560035,-0.66574578891714,0.46708076886831,0.320932762857459,0.315414063574315,0.247869134687548,69.1634663349241,0,"other","correct",0.1,-0.5,0.5,5119,4663
1,0.256282751030069,0.628141375515035,-1.16801209030761,-0.628537199276951,-6284.37199276951,1,0.679666866520762,6798.66866520762,0,-1.30820406579771,0.346211077359545,-0.89928617335128,0.467080768868301,0.356837690897606,0.355843228142925,0.32468743329196,101.147821143946,0,"other","correct",0.1,-0.5,0.5,5119,4663
1.5,0.256282751030069,0.628141375515035,-2.25226835218733,-0.988389711122587,-9882.89711122587,1,1.0395193783664,10397.193783664,0,-2.02790908948899,0.389443036372494,-1.13282655778546,0.467080768868313,0.415421846015867,0.414602557511338,0.386449293513809,136.224601541222,0,"other","correct",0.1,-0.5,0.5,5119,4663
2,0.256282751030069,0.628141375515035,-4.09437245898169,-1.40278806835102,-14026.8806835102,1,1.45391773559483,14541.1773559483,0,-2.85670580394584,0.428836163001007,-1.36636694221962,0.467080768868315,0.482341856673193,0.480086217042357,0.433172952416432,174.709330446821,0,"other","correct",0.1,-0.5,0.5,5119,4663
-0.18261367009606,0.256282751030069,0.628141375515035,-0.113266002146396,-0.0815145133087741,-814.145133087741,1,0.132644180552584,1328.44180552584,0,-0.214158693861358,0.261617284000076,-0.346910071048654,0.467080768868311,0.28861000841068,0.244492121853518,0.134781361291159,35.5940660936209,1.73072807670121e-277,"recalibration","correct",0.1,-0.5,0.5,5119,4663
-0.794318020155985,0.256282751030069,0.628141375515035,-0.00722891027603378,-0.0054988479323787,-53.988479323787,1,0.0566285151761889,568.285151761889,0,-0.0621273631085676,0.246972421837952,-0.0611947329025732,0.467080768868312,0.239328429437887,0.151994747796684,0.0901761685172127,25.2484418945063,1.1780795435247e-140,"optimal","correct",0.1,-0.5,0.5,5119,4663
-2,0.256283072490386,0.628141536245193,-0.485423662843494,-0.310165764595584,-3100.65764595584,1,0.361204902080993,3614.04902080993,0,-0.671370666676577,0.295997149397789,0.597772285499624,0.510115564041989,0.27194756031792,0.270677042806255,0.2405771559637,69.5760538747781,0,"other","incorrect",0.1,-0.5,0.5,5119,4663
-1.5,0.256283072490386,0.628141536245193,-0.154571731602649,-0.109629262380549,-1095.29262380549,1,0.160668399865958,1608.68399865958,0,-0.270297662246507,0.263238845487927,0.342714503478638,0.510115564041999,0.211510759005462,0.205627878496006,0.154614429855128,43.1799548829625,0,"other","incorrect",0.1,-0.5,0.5,5119,4663
-1,0.256283072490386,0.628141536245193,-0.00362154426581431,-0.00280836183238371,-27.0836183238371,1,0.053847499317793,540.47499317793,0,-0.0566558611501767,0.244911510458585,0.0876567214576385,0.510115564041997,0.198746300009524,0.154655327021931,0.0761797122745833,23.8457905452778,1.1197699133061e-125,"other","incorrect",0.1,-0.5,0.5,5119,4663
-0.5,0.256283072490386,0.628141536245193,0.00127562150536307,0.000855719573507667,9.55719573507668,0.00199167133106581,0.050183417911902,503.83417911902,0,-0.0493276983383943,0.246268502331269,-0.16740106056336,0.510115564041999,0.189918954669099,0.150418047423313,0.0861021435051145,21.9958382918891,3.15646561246497e-107,"other","incorrect",0.1,-0.5,0.5,5119,4663
0,0.256283072490386,0.628141536245193,-0.140405060618323,-0.100075511659371,-999.755116593709,1,0.15111464914478,1513.1464914478,0,-0.251190160804151,0.267093194227978,-0.422458842584361,0.510115564042001,0.244567589788431,0.230703849588268,0.159122460790934,38.0072113438383,4.38668574826548e-316,"no","incorrect",0.1,-0.5,0.5,5119,4663
0.5,0.256283072490386,0.628141536245193,-0.46549610224264,-0.29916094581067,-2990.6094581067,1,0.35020008329608,3504.0008329608,0,-0.64936102910675,0.302391574151846,-0.677516624605367,0.510115564042006,0.291188615829498,0.291055107446876,0.243434598314671,63.9987533898951,0,"other","incorrect",0.1,-0.5,0.5,5119,4663
1,0.256283072490386,0.628141536245193,-1.05916520195466,-0.584083533959394,-5839.83533959394,1,0.635122671444805,6353.22671444805,0,-1.2192062054042,0.344951020911526,-0.932574406626361,0.510115564042,0.35654074893723,0.355486783621185,0.319588019511603,95.4832655372075,0,"other","incorrect",0.1,-0.5,0.5,5119,4663
1.5,0.256283072490386,0.628141536245193,-2.08102578913992,-0.939481580194287,-9393.81580194287,1,0.990520717679698,9907.20717679698,0,-1.93000229787399,0.38794941754436,-1.18763218864739,0.510115564042014,0.426298202936697,0.424876804596431,0.381543329901984,131.245297632621,0,"other","incorrect",0.1,-0.5,0.5,5119,4663
2,0.256283072490386,0.628141536245193,-3.81309038480847,-1.34959399536076,-13494.9399536076,1,1.40063313284617,14008.3313284617,0,-2.75022712820693,0.426532835931403,-1.44268997066835,0.510115564041998,0.491623008796104,0.490228803972644,0.42851519645028,171.697313749499,0,"other","incorrect",0.1,-0.5,0.5,5119,4663
-0.18261367009606,0.256283072490386,0.628141536245193,-0.0702096314124481,-0.0513416758441763,-512.416758441763,1,0.102380813329586,1025.80813329586,0,-0.153722489173762,0.257468516272497,-0.329304767261529,0.510115564042,0.227066670205956,0.203344362293426,0.129357646165716,30.6154040708865,7.6345748202947e-206,"recalibration","incorrect",0.1,-0.5,0.5,5119,4663
