"shift","Dxy","C (ROC)","R2","D","D:Chi-sq","D:p","U","U:Chi-sq","U:p","Q","Brier","Intercept","Slope","Emax","E90","Eavg","S:z","S:p","type_shift","model","alpha","drift","slope","ncase.dev","ncase.ext"
-1,0.515636763547801,0.7578183817739,-0.673656972572431,-0.371273215828017,-3711.73215828017,1,0.491483280701977,4916.83280701977,0,-0.862756496529994,0.262315027497334,1.65144208243727,1.11377133527108,0.473436300823706,0.342559633092649,0.326409005151012,29.6290015788866,6.32414447572075e-193,"other","incorrect",0.5,0.5,1,5688,7609
-0.5,0.515636763547801,0.7578183817739,-0.160877024357007,-0.102051739701738,-1019.51739701738,1,0.222261804575698,2224.61804575698,0,-0.324313544277436,0.203655956129811,1.09455641480173,1.11377133527108,0.494232450451,0.240945467683695,0.21668391744749,-10.930764767738,8.21531078629682e-28,"other","incorrect",0.5,0.5,1,5688,7609
0,0.515636763547801,0.7578183817739,0.0844707547316636,0.0579054007300034,580.054007300034,0,0.0623046641439569,625.046641439569,0,-0.00439926341395348,0.171272531090974,0.537670747166187,1.11377133527108,0.529419282329151,0.150415183188633,0.111841514081324,-16.211961192663,4.15107658177859e-59,"no","incorrect",0.5,0.5,1,5688,7609
0.5,0.515636763547801,0.7578183817739,0.166906549760954,0.117954818290313,1180.54818290313,0,0.00225524658364757,24.5524658364757,4.66122197295693e-06,0.115699571706665,0.161944322444937,-0.0192149204693485,1.11377133527107,0.580073292356397,0.0898158196727701,0.0580918227769885,-3.42568034980147,0.000613261642978895,"other","incorrect",0.5,0.5,1,5688,7609
1,0.515636763547801,0.7578183817739,0.134104710402961,0.0936270337949747,937.270337949747,0,0.0265830310789859,267.830310789859,0,0.0670440027159888,0.168015413290866,-0.576100588104878,1.11377133527107,0.642848632078098,0.175719776551502,0.0834113939697048,15.8812538350291,8.54530083361337e-57,"other","incorrect",0.5,0.5,1,5688,7609
1.5,0.515636763547801,0.7578183817739,0.00444876230999305,0.00287243061256795,29.7243061256795,4.9806401447583e-08,0.117337634261393,1175.37634261393,0,-0.114465203648825,0.181428708455019,-1.13298625574043,1.11377133527108,0.709436352379373,0.260024749441822,0.123909097087832,38.1224634677889,5.43939596526337e-318,"other","incorrect",0.5,0.5,1,5688,7609
2,0.515636763547801,0.7578183817739,-0.220088452514055,-0.137104469758009,-1370.04469758009,1,0.25731453463197,2575.1453463197,0,-0.394419004389979,0.196237351177003,-1.68987192337597,1.11377133527108,0.763954297023902,0.326215569325795,0.159101369617986,62.6914088407953,0,"other","incorrect",0.5,0.5,1,5688,7609
0.880663209823954,0.515636763547801,0.7578183817739,0.151088332626824,0.106149186495755,1062.49186495755,0,0.0140608783782054,142.608783782054,0,0.09208830811755,0.165620576827894,-0.443186691963549,1.11377133527108,0.62711520287801,0.15303821486588,0.0746067185252965,10.9424181913019,7.22467622648658e-28,"recalibration","incorrect",0.5,0.5,1,5688,7609
0.590080474820219,0.515636763547801,0.7578183817739,0.168687267159231,0.11929259381916,1193.9259381916,0,0.000917471054800808,11.1747105480081,0.00374491906396801,0.118375122764359,0.16214976538359,-0.119543971191721,1.11377133527108,0.590658719575266,0.0951427573809637,0.0596838799729903,-0.261130490492009,0.793991879161778,"optimal","incorrect",0.5,0.5,1,5688,7609
-2,0.535664939861093,0.767832469930546,-2.10275687092445,-0.86813244731193,-8680.3244731193,1,1.03810934636351,10383.0934636351,0,-1.90624179367544,0.345481872069168,2.43088120394357,0.979056270120686,0.527048253385807,0.517375096273738,0.418952728797406,90.9579862072334,0,"other","correct",0.6,0.5,1,5843,7731
-1.5,0.535664939861093,0.767832469930546,-0.946875865712989,-0.484016508937295,-4839.16508937295,1,0.653993407988876,6541.93407988876,0,-1.13800991692617,0.279983498510566,1.94135306888323,0.979056270120693,0.431044040510641,0.428868601864559,0.336330958243304,52.6306207065591,0,"other","correct",0.6,0.5,1,5843,7731
-1,0.535664939861093,0.767832469930546,-0.312153708323591,-0.186737284034542,-1866.37284034542,1,0.356714183086122,3569.14183086122,0,-0.543451467120664,0.223364160592344,1.45182493382288,0.979056270120691,0.339434601587479,0.339234435217458,0.248391980489,21.7895520962367,2.91487605638753e-105,"other","correct",0.6,0.5,1,5843,7731
-0.5,0.535664939861093,0.767832469930546,0.0301699747517838,0.0199311192644907,200.311192644907,0,0.15004577978709,1502.4577978709,0,-0.130114660522599,0.18071697054188,0.962296798762538,0.979056270120696,0.242622717110174,0.241077935150738,0.15887231068828,0.0812022132238905,0.93528113943276,"other","correct",0.6,0.5,1,5843,7731
0,0.535664939861093,0.767832469930546,0.19460138913574,0.136772533412256,1368.72533412256,0,0.0332043656393253,334.043656393253,0,0.10356816777293,0.155696717976294,0.472768663702188,0.9790562701207,0.125091229041505,0.123384656725819,0.0726287753350813,-7.51191495041493,5.82686420488057e-14,"no","correct",0.6,0.5,1,5843,7731
0.5,0.535664939861093,0.767832469930546,0.23787520822395,0.1699342586929,1700.342586929,0,4.26403586809101e-05,2.4264035868091,0.297244040199237,0.169891618334219,0.14857656634129,-0.0167594713581613,0.9790562701207,0.012847024333824,0.0106522876960266,0.00511990092431455,1.69247684505241,0.0905550913645793,"other","correct",0.6,0.5,1,5843,7731
1,0.535664939861093,0.767832469930546,0.186344748527821,0.130568326507588,1306.68326507588,0,0.0394085725439934,396.085725439934,0,0.0911597539635944,0.155363426770268,-0.506287606418526,0.97905627012071,0.128859570757036,0.124982305047984,0.0699068732098153,20.2183845351529,6.74560840334673e-91,"other","correct",0.6,0.5,1,5843,7731
1.5,0.535664939861093,0.767832469930546,0.0494838876504921,0.0329683521971685,330.683521971685,0,0.137008546854412,1372.08546854412,0,-0.104040194657244,0.169483541853391,-0.995815741478875,0.979056270120707,0.237645371064203,0.228835148673096,0.120052264477128,41.6225884280918,0,"other","correct",0.6,0.5,1,5843,7731
2,0.535664939861093,0.767832469930546,-0.173519489620376,-0.108111641912046,-1080.11641912046,1,0.278088540963627,2782.88540963627,0,-0.386200182875673,0.184919701875605,-1.48534387653925,0.979056270120717,0.322879808467382,0.30913872299288,0.156251002704777,65.1609422038809,0,"other","correct",0.6,0.5,1,5843,7731
0.885448311238833,0.535664939861093,0.767832469930546,0.205832115523692,0.145273794982037,1453.73794982037,0,0.0247031040695434,249.031040695434,0,0.120570690912494,0.152909968261937,-0.394135057283979,0.979056270120702,0.101204120876843,0.0983373757154521,0.0563250772465619,15.6020080934909,7.05399509442456e-55,"recalibration","correct",0.6,0.5,1,5843,7731
0.463790009960093,0.535664939861093,0.767832469930546,0.238122351238044,0.17012684390063,1702.2684390063,0,-0.000149944849048916,0.500551509510842,0.778586054659498,0.170276788749679,0.148555098795094,0.0186921464314138,0.979056270120703,0.00761621914578359,0.00596766943676031,0.00360294375606783,0.593681717872863,0.552725013138585,"optimal","correct",0.6,0.5,1,5843,7731
-2,0.508187461844358,0.754093730922179,-4.04239667574834,-1.29680203118383,-12967.0203118383,1,1.40134121392017,14015.4121392017,0,-2.698143245104,0.445469413498641,2.90270059457588,1.18738357575628,0.604128610091154,0.60343003151116,0.539369367315338,132.997702135124,0,"other","incorrect",0.6,0.5,1,5843,7731
-1.5,0.508187461844358,0.754093730922179,-1.87691733932542,-0.80378917551584,-8036.8917551584,1,0.908328358252187,9085.28358252187,0,-1.71211753376803,0.351305929563103,2.30900880669773,1.18738357575627,0.553010804533,0.485790578317371,0.446227164889994,88.068796438403,0,"other","incorrect",0.6,0.5,1,5843,7731
-1,0.508187461844358,0.754093730922179,-0.776941592790911,-0.412681170022228,-4125.81170022228,1,0.517220352758574,5174.20352758574,0,-0.929901522780802,0.266771203036116,1.7153170188196,1.18738357575628,0.576363228103846,0.362564635685278,0.338838232507528,31.2681021418894,1.26705344255397e-214,"other","incorrect",0.6,0.5,1,5843,7731
-0.5,0.508187461844358,0.754093730922179,-0.217071463783333,-0.133484276642278,-1333.84276642278,1,0.238023459378624,2382.23459378624,0,-0.371507736020902,0.204644470260329,1.12162523094147,1.18738357575628,0.614219357771031,0.252914226079202,0.226288023063667,-14.506330518913,1.10474373907107e-47,"other","incorrect",0.6,0.5,1,5843,7731
0,0.508187461844358,0.754093730922179,0.0510365270403379,0.0340238297588166,341.238297588166,0,0.0705153529775302,707.153529775302,0,-0.0364915232187135,0.170031942510604,0.527933443063326,1.18738357575628,0.668918641128953,0.171968126341935,0.118983437380548,-19.1614775157714,7.76377592146429e-82,"no","incorrect",0.6,0.5,1,5843,7731
0.5,0.508187461844358,0.754093730922179,0.144759495055549,0.0998924135566635,999.924135566635,0,0.00464676917968281,48.4676917968281,2.98795432840393e-11,0.0952456443769806,0.159442709185079,-0.0657583448148099,1.18738357575628,0.73696088546974,0.107259801373666,0.0684668871737637,-5.15060427010953,2.59648528826002e-07,"other","incorrect",0.6,0.5,1,5843,7731
1,0.508187461844358,0.754093730922179,0.118166174220971,0.0807575728289768,808.575728289768,0,0.0237816099073696,239.816099073696,0,0.0569759629216072,0.164529892971933,-0.659450132692962,1.18738357575629,0.806869838095333,0.18320316063885,0.088021851892303,14.4305192217968,3.32568056825991e-47,"other","incorrect",0.6,0.5,1,5843,7731
1.5,0.508187461844358,0.754093730922179,-0.00653939922028996,-0.00438937405927627,-42.8937405927627,1,0.108928556795622,1091.28556795622,0,-0.113317930854898,0.176758841086556,-1.25314192057107,1.18738357575627,0.859906871869981,0.263195994345261,0.123316479652135,36.3498481394987,2.64223517698041e-289,"other","incorrect",0.6,0.5,1,5843,7731
2,0.508187461844358,0.754093730922179,-0.224386580130121,-0.137683498714668,-1375.83498714668,1,0.242222681451014,2424.22681451014,0,-0.379906180165681,0.190126290043025,-1.84683370844921,1.18738357575627,0.87321414555017,0.323524423255008,0.154912772817145,60.391474720283,0,"other","incorrect",0.6,0.5,1,5843,7731
0.885448311238833,0.508187461844358,0.754093730922179,0.133380663636414,0.091660083180812,917.60083180812,0,0.0128790995555344,130.790995555344,0,0.0787809836252776,0.162454737650809,-0.523433338882801,1.18738357575628,0.791566588028987,0.162258228554363,0.0810172602890025,9.69254073482508,3.2435749007582e-22,"recalibration","incorrect",0.6,0.5,1,5843,7731
0.622246348597535,0.508187461844358,0.754093730922179,0.148132608225099,0.102345865442432,1024.45865442432,0,0.0021933172939147,23.933172939147,6.35298059858957e-06,0.100152548148517,0.159592089584172,-0.210911651335692,1.18738357575627,0.754490791582116,0.111880834769954,0.069953244279477,-0.668697228351024,0.503688635922622,"optimal","incorrect",0.6,0.5,1,5843,7731
-2,0.546398488798559,0.77319924439928,-2.01047410794848,-0.834374815799191,-8342.74815799191,1,1.00761796940546,10078.1796940546,0,-1.84199278520465,0.334362364655971,2.41968350850331,0.970048464030527,0.521183384130586,0.513684835597558,0.407620991263229,86.0686937692329,0,"other","correct",0.7,0.5,1,5981,7836
-1.5,0.546398488798559,0.77319924439928,-0.903392800380796,-0.461036716665702,-4609.36716665702,1,0.634279870271969,6344.79870271969,0,-1.09531658693767,0.270906682285374,1.93465927648806,0.970048464030532,0.427913248407339,0.427320519004113,0.326598606025063,49.920636024914,0,"other","correct",0.7,0.5,1,5981,7836
-1,0.546398488798559,0.77319924439928,-0.290453351477976,-0.172594433092001,-1724.94433092001,1,0.345837586698268,3460.37586698268,0,-0.518432019790269,0.216043751861216,1.44963504447278,0.970048464030521,0.346638963682882,0.34580593432393,0.240911263786107,20.63629624809,1.29622981769189e-94,"other","correct",0.7,0.5,1,5981,7836
-0.5,0.546398488798559,0.77319924439928,0.0422884554951339,0.0276930819315647,277.930819315647,0,0.145550071674703,1457.50071674703,0,-0.117856989743138,0.174663705623861,0.964610812457524,0.970048464030519,0.247585414950223,0.245559992691429,0.154014645831256,-0.249036253899024,0.80333273809082,"other","correct",0.7,0.5,1,5981,7836
0,0.546398488798559,0.77319924439928,0.202864586008929,0.140878683867137,1409.78683867137,0,0.0323644697391312,325.644697391312,0,0.108514214128005,0.150349738941313,0.479586580442265,0.970048464030518,0.12859262313538,0.126504052797992,0.070534935894411,-7.4713128950606,7.93986055154282e-14,"no","correct",0.7,0.5,1,5981,7836
0.5,0.546398488798559,0.77319924439928,0.245453133881636,0.173179078624619,1732.79078624619,0,6.40749816491734e-05,2.64074981649173,0.267035169509796,0.17311500364297,0.143347501231981,-0.00543765157298543,0.970048464030509,0.0124652720928861,0.0106109289697471,0.00442940334167983,1.80618171796711,0.0708899596313805,"other","correct",0.7,0.5,1,5981,7836
1,0.546398488798559,0.77319924439928,0.195814095780543,0.135630619544266,1357.30619544266,0,0.0376125340620023,378.125340620023,0,0.0980180854822637,0.149692185702809,-0.490461883588242,0.97004846403051,0.124127517785508,0.120952824570186,0.0667382484523259,19.9760760554937,8.89463951533576e-89,"other","correct",0.7,0.5,1,5981,7836
1.5,0.546398488798559,0.77319924439928,0.0639403020305155,0.0422279595328922,423.279595328922,0,0.131015194073376,1312.15194073376,0,-0.088787234540484,0.162971556461379,-0.975486115603479,0.970048464030501,0.230622736464923,0.222965316085546,0.114726838262573,40.8655840372276,0,"other","correct",0.7,0.5,1,5981,7836
2,0.546398488798559,0.77319924439928,-0.149704805418513,-0.0927112900231761,-926.112900231761,1,0.265954443629445,2661.54443629445,0,-0.358665733652621,0.177428368969403,-1.46051034761872,0.970048464030495,0.313340389163997,0.301269638316362,0.149237061819673,63.8858547800551,0,"other","correct",0.7,0.5,1,5981,7836
0.889215476502703,0.546398488798559,0.77319924439928,0.214077101470975,0.14928191775728,1493.8191775728,0,0.023961235848988,241.61235848988,0,0.125320681908292,0.147452799233489,-0.382995526731335,0.970048464030508,0.0977975727018431,0.0955229834926197,0.0541487773162746,15.6126155817538,5.97369449687953e-55,"recalibration","correct",0.7,0.5,1,5981,7836
0.466024517257503,0.546398488798559,0.77319924439928,0.245664863053264,0.17334229508623,1734.4229508623,0,-9.91414799620543e-05,1.00858520037946,0.603932646193676,0.173441436566192,0.143335814856969,0.0275202132760621,0.970048464030516,0.00862772009239221,0.00810216680801703,0.00424852131655294,0.783692555046478,0.433220532064995,"optimal","correct",0.7,0.5,1,5981,7836
-2,0.508080625087869,0.754040312543934,-4.28259871783323,-1.32873408719923,-13286.3408719923,1,1.42502112478383,14252.2112478383,0,-2.75375521198306,0.44971589588072,2.996704642302,1.2443773056289,0.615573111115084,0.614945464759383,0.547951730871628,133.256813228879,0,"other","incorrect",0.7,0.5,1,5981,7836
-1.5,0.508080625087869,0.754040312543934,-1.99062868423265,-0.828774033078375,-8286.74033078375,1,0.925061070662975,9252.61070662975,0,-1.75383510374135,0.353043396174273,2.37451598948753,1.24437730562887,0.623075604433862,0.496881589076296,0.453241109297071,88.5002584812592,0,"other","incorrect",0.7,0.5,1,5981,7836
-1,0.508080625087869,0.754040312543934,-0.834039978415432,-0.432275585196336,-4321.75585196336,1,0.528562622780937,5287.62622780937,0,-0.960838207977273,0.266224055358174,1.7523273366731,1.24437730562888,0.654061274063481,0.373369089954661,0.344102446354981,29.9125365866488,1.35198267244813e-196,"other","incorrect",0.7,0.5,1,5981,7836
-0.5,0.508080625087869,0.754040312543934,-0.248043114213085,-0.149188627939492,-1490.88627939492,1,0.245475665524093,2456.75665524093,0,-0.394664293463584,0.202520754294763,1.13013868385866,1.24437730562888,0.700460726395562,0.265139499325833,0.230044853914839,-18.0139331331913,1.51473135379797e-72,"other","incorrect",0.7,0.5,1,5981,7836
0,0.508080625087869,0.754040312543934,0.0325251786338887,0.0212074758779725,213.074758779725,0,0.0750795617066282,752.795617066282,0,-0.0538720858286557,0.167049591165413,0.507950031044217,1.24437730562888,0.762287809729733,0.181771087884548,0.121951828972718,-20.9995129863549,6.62612863860098e-98,"no","incorrect",0.7,0.5,1,5981,7836
0.5,0.508080625087869,0.754040312543934,0.132608008079251,0.0897738025242739,898.738025242739,0,0.00651323506032677,67.1323506032677,2.66453525910038e-15,0.0832605674639472,0.155898111968541,-0.114238621770225,1.24437730562888,0.832165766219894,0.11620112135018,0.0751855493795936,-6.12460910424208,9.09065047291333e-10,"other","incorrect",0.7,0.5,1,5981,7836
1,0.508080625087869,0.754040312543934,0.110142416371942,0.0739683621457007,740.683621457007,0,0.0223186754388997,225.186754388997,0,0.051649686706801,0.160282319166113,-0.736427274584677,1.24437730562889,0.893825845457856,0.186999100040751,0.0908074061362359,13.4703791202399,2.33663140372159e-41,"other","incorrect",0.7,0.5,1,5981,7836
1.5,0.508080625087869,0.754040312543934,-0.0101517607202677,-0.0066585840253585,-65.585840253585,1,0.10294562160996,1031.4562160996,0,-0.109604205635318,0.171520900223459,-1.35861592739909,1.24437730562887,0.925025142714334,0.263041534770253,0.122027214689008,35.032604744573,7.17647791375318e-269,"other","incorrect",0.7,0.5,1,5981,7836
2,0.508080625087869,0.754040312543934,-0.221125997426034,-0.134044010658212,-1339.44010658212,1,0.230331048242813,2305.31048242813,0,-0.364375058901026,0.183732976645502,-1.98080458021352,1.24437730562887,0.905912457126874,0.319682393709338,0.15077563101258,58.6122158204261,0,"other","incorrect",0.7,0.5,1,5981,7836
0.889215476502703,0.508080625087869,0.754040312543934,0.124078366888164,0.0837434043653966,838.434043653966,0,0.0125436332192045,127.436332192045,0,0.0711997711461921,0.15844931834704,-0.598569527729711,1.24437730562888,0.881968045533309,0.167457054086866,0.0850659085830709,8.92818448375314,4.33057025059482e-19,"recalibration","incorrect",0.7,0.5,1,5981,7836
0.641623307267517,0.508080625087869,0.754040312543934,0.137171433969568,0.0930151084258947,931.151084258947,0,0.00327192915870619,34.7192915870619,2.88935978476346e-08,0.0897431792671885,0.155976003282135,-0.290471451282018,1.24437730562887,0.851366555652668,0.121653759499585,0.0763402394272911,-0.845158051760519,0.398022599787169,"optimal","incorrect",0.7,0.5,1,5981,7836
-2,0.555684904262487,0.777842452131243,-1.99043610232032,-0.819671378021103,-8195.71378021103,1,0.993817879862099,9940.17879862099,0,-1.8134892578832,0.326547156716811,2.43435070446389,0.967467584792654,0.51856164476645,0.51440951176045,0.400742777371526,83.0274865764526,0,"other","correct",0.8,0.5,1,6104,7946
-1.5,0.555684904262487,0.777842452131243,-0.897774016780358,-0.452838132817084,-4527.38132817084,1,0.626984634658081,6271.84634658081,0,-1.07982276747517,0.264295085212189,1.95061691206757,0.967467584792663,0.433986041179336,0.433906569772966,0.321111662033781,48.2832940375,0,"other","correct",0.8,0.5,1,6104,7946
-1,0.555684904262487,0.777842452131243,-0.289081387952937,-0.169319421654421,-1692.19421654421,1,0.343465923495418,3436.65923495418,0,-0.512785345149839,0.210371906822996,1.46688311967123,0.96746758479266,0.356199759651633,0.354744313832358,0.237220775227411,19.8690697456507,7.53869508087694e-88,"other","correct",0.8,0.5,1,6104,7946
-0.5,0.555684904262487,0.777842452131243,0.0434442798945417,0.028000491225215,281.00491225215,0,0.146146010615782,1463.46010615782,0,-0.118145519390567,0.169552157250465,0.983149327274905,0.967467584792663,0.255601138814046,0.252915905526775,0.152373893534112,-0.678256269851434,0.497609220390832,"other","correct",0.8,0.5,1,6104,7946
0,0.555684904262487,0.777842452131243,0.205511574029878,0.140401962249897,1405.01962249897,0,0.0337445395911003,339.445395911003,0,0.106657422658796,0.145374675636026,0.499415534878574,0.967467584792661,0.135768641577456,0.13302592144784,0.0710954925401888,-7.8146612242652,5.51110522984974e-15,"no","correct",0.8,0.5,1,6104,7946
0.5,0.555684904262487,0.777842452131243,0.2507826506557,0.174196889182771,1742.96889182771,0,-5.03873417734212e-05,1.49612658226579,0.473282275690383,0.174247276524544,0.138057075561061,0.0156817424822352,0.96746758479267,0.0108573913902553,0.00882129895766805,0.00446467067967622,1.34666333893422,0.178088684669238,"other","correct",0.8,0.5,1,6104,7946
1,0.555684904262487,0.777842452131243,0.205459900238108,0.14036403293703,1404.6403293703,0,0.0337824689039673,339.824689039673,0,0.106581564033063,0.143663796799244,-0.468052049914092,0.967467584792665,0.115445941370513,0.11285171640659,0.0618592006743065,19.0678350095358,4.67252948839562e-81,"other","correct",0.8,0.5,1,6104,7946
1.5,0.555684904262487,0.777842452131243,0.0805907845411973,0.0526700516239511,527.700516239511,0,0.121476450217046,1216.76450217046,0,-0.0688063985930949,0.15593780508385,-0.951785842310432,0.967467584792669,0.220001127511979,0.212937159400665,0.108056085774606,39.3975928186959,0,"other","correct",0.8,0.5,1,6104,7946
2,0.555684904262487,0.777842452131243,-0.121818590033196,-0.0749268502446339,-748.268502446339,1,0.249073352085631,2492.73352085631,0,-0.324000202330265,0.169351521915184,-1.43551963470679,0.967467584792677,0.300677644508655,0.289257736625205,0.141163069638296,61.8286902339841,0,"other","correct",0.8,0.5,1,6104,7946
0.903885637684173,0.555684904262487,0.777842452131243,0.220537438777259,0.15149264907525,1515.9264907525,0,0.0226538527657476,228.538527657476,0,0.128838796309502,0.141868108686205,-0.375064519940521,0.967467584792671,0.0929643304742519,0.0911575930394464,0.0513602794070278,15.3762626445447,2.36193550369541e-53,"recalibration","correct",0.8,0.5,1,6104,7946
0.484099054919296,0.555684904262487,0.777842452131243,0.250828035052748,0.174231348279049,1743.31348279049,0,-8.48464380513178e-05,1.15153561948682,0.562272984349786,0.1743161947171,0.138060682691595,0.0310653914153917,0.967467584792663,0.0113336725396557,0.0102881019184856,0.00483575650441923,0.872654499949897,0.382851425045002,"optimal","correct",0.8,0.5,1,6104,7946
-2,0.502193849379122,0.751096924689561,-4.57381987223234,-1.36548826880061,-13653.8826880061,1,1.45103869513616,14512.3869513616,0,-2.81652696393677,0.453818068332704,3.04986820802075,1.26905018691591,0.681021487142451,0.623654875858263,0.556644266757492,133.90486209298,0,"other","incorrect",0.8,0.5,1,6104,7946
-1.5,0.502193849379122,0.751096924689561,-2.13139177613463,-0.858520183315807,-8584.20183315807,1,0.944070609651357,9442.70609651357,0,-1.80259079296716,0.354785997070126,2.41534311456278,1.26905018691588,0.705891892041202,0.505061930486691,0.460445516419456,89.3371871085539,0,"other","incorrect",0.8,0.5,1,6104,7946
-1,0.502193849379122,0.751096924689561,-0.906622355732432,-0.456420380612414,-4563.20380612414,1,0.541970806947964,5421.70806947964,0,-0.998391187560378,0.265860844893164,1.78081802110483,1.26905018691588,0.743612843436564,0.381478017379235,0.349787634820316,28.9234173373522,6.06168099233014e-184,"other","incorrect",0.8,0.5,1,6104,7946
-0.5,0.502193849379122,0.751096924689561,-0.288407562024976,-0.168956486431494,-1688.56486431494,1,0.254506912767045,2547.06912767045,0,-0.423463399198538,0.200640770931322,1.14629292764689,1.26905018691588,0.796032586848914,0.274625902092028,0.234569788650131,-20.8432461374116,1.75523740580153e-96,"other","incorrect",0.8,0.5,1,6104,7946
0,0.502193849379122,0.751096924689561,0.00820981985795722,0.00515009093092303,52.5009093092303,4.30100399739786e-13,0.0804003354046279,806.003354046279,0,-0.0752502444737049,0.164165018437835,0.511767834188958,1.26905018691587,0.859823336136707,0.190174347325594,0.126028528173754,-22.3484494664112,1.25009917913298e-110,"no","incorrect",0.8,0.5,1,6104,7946
0.5,0.502193849379122,0.751096924689561,0.117109088965019,0.0775305137535966,776.305137535966,0,0.00801991258195449,82.1991258195449,0,0.0695106011716422,0.152149366839016,-0.12275725926896,1.26905018691585,0.92361551684035,0.123910545819257,0.0804269649692773,-7.01043932959642,2.37570945532309e-12,"other","incorrect",0.8,0.5,1,6104,7946
1,0.502193849379122,0.751096924689561,0.100785398822977,0.0663414292091991,664.414292091991,0,0.0192089971263516,194.089971263516,0,0.0471324320828475,0.155509736730114,-0.757282352726938,1.26905018691589,0.968493801416583,0.187852332224367,0.0921924978166453,12.3519932564037,4.75192850070393e-35,"other","incorrect",0.8,0.5,1,6104,7946
1.5,0.502193849379122,0.751096924689561,-0.0131539684827156,-0.00845477907200748,-83.5477907200748,1,0.0940052054075584,942.052054075584,0,-0.102459984479566,0.165534455832161,-1.39180744618484,1.26905018691587,0.973281660238073,0.259166867844842,0.119508882005129,33.4080624422598,1.04703464756209e-244,"other","incorrect",0.8,0.5,1,6104,7946
2,0.502193849379122,0.751096924689561,-0.21518542987684,-0.128711445311511,-1286.11445311511,1,0.214261871647062,2144.61871647062,0,-0.342973316958574,0.176500654260121,-2.02633253964273,1.26905018691585,0.925475607494529,0.312067705445857,0.145592478827735,56.394542883941,0,"other","incorrect",0.8,0.5,1,6104,7946
0.903885637684173,0.502193849379122,0.751096924689561,0.112033884980459,0.0740382815702926,741.382815702926,0,0.0115121447652584,117.121447652584,0,0.0625261368050342,0.154112151696612,-0.6353084032647,1.26905018691586,0.962363014634886,0.171504037048497,0.0880004702523285,8.48061970258061,2.23997647456047e-17,"recalibration","incorrect",0.8,0.5,1,6104,7946
0.669900379199946,0.502193849379122,0.751096924689561,0.123718899795005,0.0820970659339026,821.970659339026,0,0.00345336040164839,36.5336040164839,1.1663494392522e-08,0.0786437055322542,0.152049687407083,-0.338369367249712,1.26905018691584,0.942080786363414,0.129969387775143,0.081100523925891,-0.67487274005971,0.499756621029991,"optimal","incorrect",0.8,0.5,1,6104,7946
-2,0.564111232623853,0.782055616311927,-1.92485721508031,-0.79370838262679,-7936.0838262679,1,0.969129406237179,9693.29406237179,0,-1.76283778886397,0.31756573102809,2.42054049876895,0.954462178440424,0.512552426795425,0.511218906570023,0.390806917194107,80.0732538346166,0,"other","correct",0.9,0.5,1,6222,8030
-1.5,0.564111232623853,0.782055616311927,-0.868608137551106,-0.436182987156639,-4360.82987156639,1,0.611604010767028,6118.04010767028,0,-1.04778699792367,0.257085762930808,1.94330940954873,0.954462178440417,0.443461149126103,0.442887868383423,0.313005121710164,46.8441004355546,0,"other","correct",0.9,0.5,1,6222,8030
-1,0.564111232623853,0.782055616311927,-0.275510278706655,-0.159993253077423,-1598.93253077423,1,0.335414276687812,3356.14276687812,0,-0.495407529765235,0.20462193664764,1.46607832032852,0.954462178440415,0.364604318288457,0.362459114946611,0.231275289281656,19.4059212164769,6.87747159730508e-84,"other","correct",0.9,0.5,1,6222,8030
-0.5,0.564111232623853,0.782055616311927,0.0505854123172318,0.0322524247701504,323.524247701504,0,0.143168598840238,1433.68598840238,0,-0.110916174070088,0.164817785646091,0.988847231108318,0.954462178440412,0.262805302008559,0.259459078292569,0.148745617557303,-0.672718595412905,0.501126335045144,"other","correct",0.9,0.5,1,6222,8030
0,0.564111232623853,0.782055616311927,0.210417802794305,0.141949007359398,1420.49007359398,0,0.0334720162509906,336.720162509906,0,0.108476991108407,0.141153787602673,0.511616141888114,0.954462178440408,0.142223671517126,0.138851996821984,0.069803673304459,-7.6300683194156,2.34629337443032e-14,"no","correct",0.9,0.5,1,6222,8030
0.5,0.564111232623853,0.782055616311927,0.255748023856592,0.175383454707018,1754.83454707018,0,3.75689033709023e-05,2.37568903370902,0.304877715104311,0.175345885803647,0.133834396209629,0.0343850526679111,0.954462178440406,0.0138954782506275,0.0131684055332093,0.00642052186498473,1.45523815245571,0.145603342023079,"other","correct",0.9,0.5,1,6222,8030
1,0.564111232623853,0.782055616311927,0.212373162050389,0.143368395209606,1434.68395209606,0,0.032052628400782,322.52628400782,0,0.111315766808824,0.138990066570963,-0.442846036552296,0.954462178440409,0.108195505167172,0.106309411928623,0.0589224035288381,18.7942116494916,8.42223291641176e-79,"other","correct",0.9,0.5,1,6222,8030
1.5,0.564111232623853,0.782055616311927,0.0917427442813579,0.0593698279425667,594.698279425667,0,0.116051195667821,1162.51195667821,0,-0.0566813677252547,0.150538532741013,-0.920077125772494,0.954462178440406,0.211454623860426,0.205250634207688,0.103464704611573,38.6571158052211,0,"other","correct",0.9,0.5,1,6222,8030
2,0.564111232623853,0.782055616311927,-0.103225643643838,-0.0630396029771824,-629.396029771824,1,0.238460626587571,2386.60626587571,0,-0.301500229564753,0.163169237086097,-1.39730821499269,0.954462178440404,0.290736437252878,0.280362778141723,0.13530594189115,60.615572564246,0,"other","correct",0.9,0.5,1,6222,8030
